step_width,command_df,disturbed,n,successes,failures,timeouts,success_rate,ci_low,ci_high,period,gait,step_width_frame,course_distance,forward_distance,mean_speed,forward_speed,duration,traversal_time,achieved_df,achieved_width,command_width,command_speed,timing_accuracy,applied_impulse,df_max_abs_error,lateral_rmse,max_lateral_deviation,foot_lateral_mae,settled_samples,world_achieved_width,world_foot_lateral_mae,body_achieved_width,body_foot_lateral_mae,heading_rmse_rad,max_abs_heading_rad,world_lateral_velocity_mean,world_lateral_velocity_rmse,body_lateral_velocity_mean,body_lateral_velocity_rmse,body_yaw_rate_mean,body_yaw_rate_rmse,df_FL,schedule_df_FL,stance_recall_FL,swing_recall_FL,trials_with_cycles_FL,df_FR,schedule_df_FR,stance_recall_FR,swing_recall_FR,trials_with_cycles_FR,df_RL,schedule_df_RL,stance_recall_RL,swing_recall_RL,trials_with_cycles_RL,df_RR,schedule_df_RR,stance_recall_RR,swing_recall_RR,trials_with_cycles_RR,compliant_trial_fraction,compliance_screen_pass,force2n_compliant_trial_fraction,force2n_compliance_screen_pass,force2n_achieved_df,force2n_achieved_width,force2n_topology_fraction,force2n_topology_ci_low,force2n_topology_ci_high,force2n_topology_screen_pass,force2n_threshold_screen_pass,force2n_topology_good_cycles,force2n_topology_cycles,force2n_pooled_topology_fraction,force5n_compliant_trial_fraction,force5n_compliance_screen_pass,force5n_achieved_df,force5n_achieved_width,force5n_topology_fraction,force5n_topology_ci_low,force5n_topology_ci_high,force5n_topology_screen_pass,force5n_threshold_screen_pass,force5n_topology_good_cycles,force5n_topology_cycles,force5n_pooled_topology_fraction,force10n_compliant_trial_fraction,force10n_compliance_screen_pass,force10n_achieved_df,force10n_achieved_width,force10n_topology_fraction,force10n_topology_ci_low,force10n_topology_ci_high,force10n_topology_screen_pass,force10n_threshold_screen_pass,force10n_topology_good_cycles,force10n_topology_cycles,force10n_pooled_topology_fraction,force_df_span_trial_fraction,force_robust_trial_fraction,force_threshold_conclusion_unchanged,force5n_200hz_vs_frozen50hz_unchanged,combined_cell_pass
0.1,0.75,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.0027612984180445,0.3004146455787122,0.3043072004802525,13.319687232375145,13.319687232375145,0.7746440272177418,0.10898086728411727,0.10000000149011612,0.30000001192092896,0.9754734755507579,0.0,0.050000000000000266,0.0423405296751298,0.07878299057483673,0.005182475109299208,645.984375,0.107907602461637,0.016727802397867277,0.10898086728411727,0.005182475109299208,0.05368362565059215,0.062401992676313967,-0.006087219298933633,0.010970422663376667,-0.023216797970235348,0.025557486165780574,0.004231400163916987,0.044804424163885415,0.75,0.75,1.0,1.0,64,0.7987525201612904,0.75,1.0,0.8104372270890864,64,0.7498235887096774,0.75,0.9997744845360825,1.0,64,0.8000000000000005,0.75,1.0,0.7999999999999999,64,0.0,False,0.0,False,0.7685966245589719,0.10897997659048997,0.96875,0.96875,0.96875,True,False,1984,2048,0.96875,0.0,False,0.7609281478389619,0.10898086728411727,0.01171875,0.0078125,0.01611328125,False,False,24,2048,0.01171875,0.0,False,0.704633060578377,0.10870624691597186,0.0009765625,0.0,0.00244140625,False,False,2,2048,0.0009765625,0.0,0.0,True,True,False
0.1,0.8,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.002975875139236,0.3032724936492741,0.3071976066567004,13.215311914682388,13.215311914682388,0.8123298891129034,0.10926780317095108,0.10000000149011612,0.30000001192092896,0.987350313364826,0.0,0.050000000000000266,0.018971502868225798,0.03095812350511551,0.004848480973060019,640.765625,0.10890497697982937,0.013897341893176015,0.10926780317095108,0.004848480973060019,0.039886856044176966,0.046988463785964996,0.0024079138311208226,0.008478877411107533,-0.01045910589164123,0.014399542938917875,0.0035659859731822507,0.037207172194030136,0.8,0.8,1.0,1.0,64,0.7993195564516133,0.8000000000000005,0.999177274648209,1.0,64,0.8000000000000005,0.8000000000000005,1.0,1.0,64,0.8500000000000004,0.8000000000000005,1.0,0.75,64,0.0,False,0.0,False,0.7989719513923892,0.10926735633984208,0.970608618951613,0.9690965221774194,0.972593245967742,True,False,1978,2038,0.9705593719332679,0.0,False,0.7987552765877016,0.10926780317095108,0.970608618951613,0.9690965221774194,0.972593245967742,True,False,1978,2038,0.9705593719332679,0.0,False,0.7824434341922883,0.10925835848320276,0.028477822580645157,0.026020665322580648,0.0304628433719758,False,False,58,2038,0.02845927379784102,0.0,0.0,True,True,False
0.1,0.85,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.003381808847188,0.31150839757174253,0.31570618133991957,12.876875072717667,12.876875072717667,0.8490696404569895,0.10839851794298738,0.10000000149011612,0.30000001192092896,0.9991044848569306,0.0,0.00372143817204274,0.021500620001461357,0.03745163232088089,0.004244719660911445,623.84375,0.1081473852682393,0.009969758673588706,0.10839851794298738,0.004244719660911445,0.01889716141158715,0.027372402255423367,0.0033170304086524993,0.008215745066991076,-0.0027923907546210103,0.009451673700823449,0.002834043154052779,0.0326654163072817,0.8500000000000004,0.8500000000000004,1.0,1.0,64,0.8462785618279572,0.8500000000000003,0.9957755574411409,1.0,64,0.8500000000000003,0.8500000000000003,1.0,1.0,64,0.8500000000000003,0.8500000000000003,1.0,1.0,64,1.0,True,1.0,True,0.8186336525537632,0.10839852414210327,0.967741935483871,0.967741935483871,0.967741935483871,True,True,1920,1984,0.967741935483871,1.0,True,0.8186093960013439,0.10839851794298738,0.9672379032258065,0.9662298387096775,0.967741935483871,True,True,1919,1984,0.9672379032258065,0.203125,False,0.8144499222950268,0.10839851186028682,0.188508064516129,0.16330645161290322,0.21421370967741934,False,False,374,1984,0.18850806451612903,1.0,0.203125,False,True,True
0.1,0.9,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.003487502783536,0.3064504130743444,0.3102676277048886,13.083437159657478,13.083437159657478,0.875,0.10963057578192092,0.10000000149011612,0.30000001192092896,0.9747949602585184,0.0,0.04999999999999977,0.11378222249913961,0.19393832981586456,0.005017530015671709,634.171875,0.10938452204572968,0.006141810426639015,0.10963057578192092,0.005017530015671709,0.00909427933220286,0.031402891589095816,0.015448992227902636,0.016999531857436523,0.017113723093643785,0.01880747772520408,0.0014632494022635,0.03401993459556252,0.8999999999999996,0.8999999999999996,1.0,1.0,64,0.8500000000000004,0.8999999999999996,0.9438762214806578,1.0,64,0.8999999999999996,0.8999999999999996,1.0,1.0,64,0.8500000000000003,0.8999999999999997,0.9440434878628106,1.0,64,0.0,False,0.0,False,0.8535809391801075,0.10963057578192092,0.0,0.0,0.0,False,False,0,1984,0.0,0.0,False,0.8534653792842742,0.10963057578192092,0.0,0.0,0.0,False,False,0,1984,0.0,0.0,False,0.8532808299731185,0.10963068570708856,0.0,0.0,0.0,False,False,0,1984,0.0,1.0,0.0,True,True,False
0.2,0.75,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.003831965476274,0.30068099359050393,0.3039551670663059,13.334375083446503,13.334375083446503,0.7625000000000001,0.19577910751104355,0.20000000298023224,0.30000001192092896,0.987629845157251,0.0,0.050000000000000266,0.011649174040940125,0.020637720823287964,0.0032645439029039902,646.71875,0.19550770241767168,0.01852506087701983,0.19577910751104355,0.0032645439029039902,0.019026710331672803,0.03036064942716621,0.0018335052100155735,0.010063910158351064,-0.005153616395546123,0.013526337992516346,0.0003842236929472165,0.026522372354520485,0.75,0.75,1.0,1.0,64,0.75,0.75,1.0,1.0,64,0.75,0.75,1.0,1.0,64,0.8000000000000005,0.75,1.0,0.7999999999999999,64,0.0,False,0.0,False,0.7593140140656502,0.1957794931367971,0.96923828125,0.966796875,0.9716796875,True,False,1985,2048,0.96923828125,0.0,False,0.7592801493983116,0.19577910751104355,0.96923828125,0.96875,0.97021484375,True,False,1985,2048,0.96923828125,0.0,False,0.7113257623487903,0.19587111129658297,0.0,0.0,0.0,False,False,0,2048,0.0,0.0,0.0,True,True,False
0.2,0.8,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.002777332067489,0.2986502982676029,0.3020538757555187,13.417499914765358,13.417499914765358,0.8125000000000001,0.1982067433418706,0.20000000298023224,0.30000001192092896,0.9876369389261503,0.0,0.050000000000000266,0.02609650554950349,0.04842880368232727,0.002381185912100699,650.875,0.1983083821251057,0.01581171965416022,0.1982067433418706,0.002381185912100699,0.02163576686871238,0.02896415945724584,0.004100854930584319,0.011247929185628891,-0.003426999770454131,0.013187227508751675,0.0017312615800619824,0.02334691202850081,0.7999999999999999,0.7999999999999999,1.0,1.0,64,0.7999999999999999,0.7999999999999999,1.0,1.0,64,0.8,0.8,1.0,1.0,64,0.8500000000000004,0.8000000000000005,1.0,0.7489406305903399,64,0.0,False,0.0,False,0.8001434326171875,0.1982067433418706,0.970703125,0.96923828125,0.97265625,True,False,1988,2048,0.970703125,0.0,False,0.7982711791992186,0.1982067433418706,0.25146484375,0.2001953125,0.30517578125,False,False,515,2048,0.25146484375,0.0,False,0.7754745483398436,0.19816606142558157,0.0,0.0,0.0,False,False,0,2048,0.0,0.0,0.0,True,True,False
0.2,0.85,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.00384190455079,0.3105792421847582,0.31445394502952695,12.916249945759773,12.916249945759773,0.8468676495295702,0.1953226861078292,0.20000000298023224,0.30000001192092896,0.9968664886206262,0.0,0.012529401881720118,0.008848534511344042,0.015707463026046753,0.0031038911687669493,625.8125,0.19539564446313307,0.013289327376881863,0.1953226861078292,0.0031038911687669493,0.006880182008899283,0.021869747768505476,0.001470483319280902,0.008454285300103948,-0.0008566595097363461,0.010286973920301534,0.001313485994955954,0.0238687158562243,0.8500000000000004,0.8500000000000004,1.0,1.0,64,0.8374705981182797,0.8500000000000004,0.9851986776352234,1.0,64,0.8500000000000003,0.8500000000000003,1.0,1.0,64,0.8500000000000003,0.8500000000000003,1.0,1.0,64,1.0,True,1.0,True,0.8212211231518816,0.1953209430212155,0.969758064516129,0.9682459677419355,0.9717741935483871,True,True,1924,1984,0.969758064516129,1.0,True,0.8210824617775535,0.1953226861078292,0.9682459677419355,0.967741935483871,0.9692540322580645,True,True,1921,1984,0.9682459677419355,0.0,False,0.8011494035618278,0.19528966449433938,0.0,0.0,0.0,False,False,0,1984,0.0,0.0,0.0,False,True,True
0.2,0.9,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.003507466614246,0.30990232108160853,0.31351405661553144,12.942812323570251,12.942812323570251,0.8628776041666668,0.1942175300209783,0.20000000298023224,0.30000001192092896,0.9629145199942917,0.0,0.04999999999999982,0.0333449432218913,0.06018191576004028,0.005430424169205805,627.140625,0.19411179941380396,0.006285689165794969,0.1942175300209783,0.005430424169205805,0.011494514925288968,0.0226326139527373,0.005241799779469147,0.010529762177611701,0.00819143810076639,0.01263261417625472,0.0005894275037121588,0.026206474605714902,0.8999999999999996,0.8999999999999996,1.0,1.0,64,0.8500000000000004,0.8999999999999996,0.9432999298683726,1.0,64,0.8515104166666667,0.8999999999999997,0.9467495878963297,1.0,64,0.8500000000000003,0.8999999999999997,0.9451459854637517,1.0,64,1.0,True,0.0,False,0.8500977087533604,0.19421768031315878,0.0020161290322580645,0.0005040322580645161,0.004032258064516129,False,False,4,1984,0.0020161290322580645,0.0,False,0.8500928259408604,0.1942175300209783,0.0,0.0,0.0,False,False,0,1984,0.0,0.0,False,0.8499524319556451,0.1942172947456129,0.0,0.0,0.0,False,False,0,1984,0.0,1.0,0.0,True,False,False
0.3,0.75,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.003247549384832,0.30241037299856544,0.30637115286663175,13.237187057733536,13.237187057733536,0.762506300403226,0.29861203383188695,0.30000001192092896,0.30000001192092896,0.9875300560856729,0.0,0.050000000000000266,0.04503740186919458,0.08031429350376129,0.004668549788562706,641.859375,0.2991421438055113,0.022124899149230076,0.29861203383188695,0.004668549788562706,0.009807862734305672,0.02633045935363043,0.006405598760466091,0.013661010802024975,0.006660891784122214,0.01586599854636006,-0.002908822996687377,0.02327747066738084,0.75,0.75,1.0,1.0,64,0.7500252016129032,0.75,1.0,0.99990234375,64,0.75,0.75,1.0,1.0,64,0.8000000000000005,0.75,1.0,0.7999999999999999,64,0.0,False,0.0,False,0.7625173261088711,0.2985196537338197,0.0020161290322580645,0.0005040322580645161,0.004032258064516129,False,False,4,2044,0.0019569471624266144,0.0,False,0.7562657510080646,0.29861203383188695,0.9681829637096775,0.9671118951612903,0.9687342489919355,True,False,1979,2044,0.9681996086105675,0.0,False,0.7452132686491937,0.29866224713623524,0.0,0.0,0.0,False,False,0,2044,0.0,1.0,0.0,True,True,False
0.3,0.8,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.4,walk,body,3.3500000000000005,4.002987073361873,0.2965016276575625,0.3000641306862235,13.506874710321426,13.506874710321426,0.8246093749999999,0.3008366503054276,0.30000001192092896,0.30000001192092896,0.9756092493438477,0.0,0.049999999999999954,0.03296075461548753,0.06099314242601395,0.0032680252126510217,655.34375,0.30147339950781316,0.01927992031642018,0.3008366503054276,0.0032680252126510217,0.0062262546343845315,0.02284207149205031,0.005019464690121822,0.013790274737402797,0.0022421496323659085,0.014627952536102384,-0.0005171865918640606,0.02982089383294806,0.7999999999999999,0.7999999999999999,1.0,1.0,64,0.8484375000000001,0.7999999999999999,1.0,0.7651515151515151,64,0.7999999999999999,0.7999999999999999,1.0,1.0,64,0.8499999999999999,0.8,1.0,0.75,64,0.0,False,0.0,False,0.8123413085937499,0.3008308984572068,0.001953125,0.00048828125,0.00390625,False,False,4,2048,0.001953125,0.0,False,0.8037307739257813,0.3008366503054276,0.01953125,0.015625,0.0234375,False,False,40,2048,0.01953125,0.0,False,0.7872299194335937,0.3010216287802905,0.0,0.0,0.0,False,False,0,2048,0.0,0.0,0.0,True,True,False
