seed,step_width,speed,period,gait,command_df,compliant,any_failure,command_gate_pass,topology_fraction,topology_gate_pass,energy_valid,positive_mechanical_cot,absolute_mechanical_cot,achieved_df,df_max_abs_error,achieved_stance_width,stance_width_abs_error,stance_foot_lateral_mae,all_phase_foot_lateral_mae,forward_speed,speed_abs_error,lateral_rmse,max_lateral_deviation,heading_rmse_rad,max_abs_heading_rad,world_lateral_velocity_rmse,body_yaw_rate_rmse,stance_recall_min,swing_recall_min,nominal_failure,df_FL,stance_samples_FL,stance_y_FL,stance_recall_FL,swing_recall_FL,df_FR,stance_samples_FR,stance_y_FR,stance_recall_FR,swing_recall_FR,df_RL,stance_samples_RL,stance_y_RL,stance_recall_RL,swing_recall_RL,df_RR,stance_samples_RR,stance_y_RR,stance_recall_RR,swing_recall_RR,cycle_rms,periodic_orbit_gate_pass,energy_trial_valid,out_of_training_support
1530000,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.2290173897432657,0.440948096088862,0.5277777777777778,0.05555555555555558,0.10892667399408917,0.008926673994089168,0.005145039500979085,0.008660810502866902,0.2616446403165658,0.011644640316565813,0.04088031614400791,0.04788780212402344,0.048256640625318,0.05223091319203377,0.012016628185789096,0.054187459378821586,1.0,0.8888888888888888,0,0.5,36,0.0577118079074555,1.0,1.0,0.5,36,-0.057809467841353684,1.0,1.0,0.5555555555555556,40,0.04870883645489812,1.0,0.8888888888888888,0.5555555555555556,40,-0.053623235784471035,1.0,0.8888888888888888,0.003663262126291053,1,0,0
1530001,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.2288538465010466,0.44114134637572877,0.5277777777777778,0.05555555555555558,0.10890604839142826,0.00890604839142825,0.005141364095939529,0.008661280044664939,0.26160894706845284,0.011608947068452835,0.03222876198485177,0.03916358947753906,0.04832985424340607,0.05233972147107124,0.012054932245178228,0.05420407233783637,1.0,0.8888888888888888,0,0.5,36,0.05768826117532121,1.0,1.0,0.5,36,-0.057810349493390985,1.0,1.0,0.5555555555555556,40,0.048694145679473874,1.0,0.8888888888888888,0.5555555555555556,40,-0.05361934043467045,1.0,0.8888888888888888,0.003668242805848606,1,0,0
1530002,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22879400801250585,0.4401591808701652,0.5277777777777778,0.05555555555555558,0.1092145149802996,0.009214514980299598,0.005239277101225322,0.008735347585752605,0.26140732918348575,0.011407329183485748,0.026120034100196393,0.03256913647055626,0.04564915327021715,0.050469495356082916,0.011268883908983052,0.054078730223669616,1.0,0.8888888888888888,0,0.5,36,0.05795912641204066,1.0,1.0,0.5,36,-0.05787850388636192,1.0,1.0,0.5555555555555556,40,0.048823994025588034,1.0,0.8888888888888888,0.5555555555555556,40,-0.0537674056366086,1.0,0.8888888888888888,0.0046283493069696644,1,0,0
1530003,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22954153827266563,0.4417500647400603,0.5277777777777778,0.05555555555555558,0.10904892383971149,0.009048923839711481,0.005180454472493794,0.00869251154621856,0.26161679066717625,0.011616790667176247,0.04347668584649722,0.050375938415527344,0.046856629732941024,0.051114119589328766,0.011731779829217389,0.054136677733523784,1.0,0.8888888888888888,0,0.5,36,0.057817716151475906,1.0,1.0,0.5,36,-0.05784429868476258,1.0,1.0,0.5555555555555556,40,0.04876768263056874,1.0,0.8888888888888888,0.5555555555555556,40,-0.05366815021261573,1.0,0.8888888888888888,0.004109762461471034,1,0,0
1530004,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22934193917098533,0.441257754012581,0.5277777777777778,0.05555555555555558,0.10909445646425917,0.00909445646425916,0.005193119706689483,0.0086970611087357,0.2615794560147656,0.011579456014765621,0.022432588295313995,0.029035568237304688,0.04635822377462242,0.050875768065452576,0.011649047508100318,0.054180281589255364,1.0,0.8888888888888888,0,0.5,36,0.0578396866718928,1.0,1.0,0.5,36,-0.05786248927728997,1.0,1.0,0.5555555555555556,40,0.048790430463850495,1.0,0.8888888888888888,0.5555555555555556,40,-0.05369630651548505,1.0,0.8888888888888888,0.005630542653559936,1,0,0
1530005,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22925412581312263,0.4413068884099345,0.5277777777777778,0.05555555555555558,0.1090946490307235,0.00909464903072349,0.005202578529198135,0.008707437271045313,0.2615266781714227,0.011526678171422722,0.027232138660929085,0.033843994140625,0.046660840079604644,0.05103364214301109,0.011554928447665955,0.05405673278789016,1.0,0.8888888888888888,0,0.5,36,0.05786465915540854,1.0,1.0,0.5,36,-0.05785120475209422,1.0,1.0,0.5555555555555556,40,0.04877011021599174,1.0,0.8888888888888888,0.5555555555555556,40,-0.05370332393795252,1.0,0.8888888888888888,0.004026839789309073,1,0,0
1530006,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22955538309350276,0.44136822758338723,0.5277777777777778,0.05555555555555558,0.10909133735112847,0.009091337351128465,0.005197627623565493,0.008703894830412333,0.261530767298407,0.011530767298407019,0.02561716750001147,0.03222179412841797,0.046579469151001744,0.0509718656539917,0.011562179891508716,0.05411725969453401,1.0,0.8888888888888888,0,0.5,36,0.0578632355771131,1.0,1.0,0.5,36,-0.05785243016564184,1.0,1.0,0.5555555555555556,40,0.048777589667588474,1.0,0.8888888888888888,0.5555555555555556,40,-0.05368941929191351,1.0,0.8888888888888888,0.0023613374191727753,1,0,0
1530007,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22881852691453441,0.44094471697642934,0.5277777777777778,0.05555555555555558,0.10889757418384155,0.008897574183841545,0.0051405952839801705,0.008660984931824108,0.2616686827192704,0.011668682719270407,0.04661350688070535,0.0536666102707386,0.04849386988949852,0.05253694951534271,0.012058023368146535,0.054270387693809444,1.0,0.8888888888888888,0,0.5,36,0.05768364874853028,1.0,1.0,0.5,36,-0.05780798424449232,1.0,1.0,0.5555555555555556,40,0.0486876966431737,1.0,0.8888888888888888,0.5555555555555556,40,-0.0536158187314868,1.0,0.8888888888888888,0.0019366144530139479,1,0,0
1530008,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.22891515982505112,0.4411904413233051,0.5277777777777778,0.05555555555555558,0.10887892483733594,0.008878924837335933,0.005129191479645669,0.008653202541689905,0.26169271767139435,0.011692717671394348,0.024863439651588902,0.03182411193847656,0.04852084698350828,0.052594516426324844,0.012158982203729865,0.0542801526537896,1.0,0.8888888888888888,0,0.5,36,0.05765941325161192,1.0,1.0,0.5,36,-0.05780561309721735,1.0,1.0,0.5555555555555556,40,0.04869144624099135,1.0,0.8888888888888888,0.5555555555555556,40,-0.053601377084851264,1.0,0.8888888888888888,0.0021877321767313756,1,0,0
1530009,0.1,0.25,0.36,trot,0.5,0,0,0,1.0,1,1,0.2292962698824883,0.4418129994449004,0.5277777777777778,0.05555555555555558,0.10892686481691069,0.008926864816910685,0.005144700962636205,0.008664765390050079,0.2616739585581753,0.011673958558175324,0.036896607836946343,0.04392242431640625,0.04808399998477496,0.05190202593803406,0.01201992680248332,0.054236286630399554,1.0,0.8888888888888888,0,0.5,36,0.05769965290609333,1.0,1.0,0.5,36,-0.057817116069296993,1.0,1.0,0.5555555555555556,40,0.048710559867322444,1.0,0.8888888888888888,0.5555555555555556,40,-0.05362640079110861,1.0,0.8888888888888888,0.002033125487830997,1,0,0
