file,trial,seed,step_width,command_df,period,gait,disturbed,success,failure,timeout,duration,traversal_time,course_distance,forward_distance,mean_speed,forward_speed,settled_body_forward_speed,command_speed,command_width,step_width_frame,achieved_width,foot_lateral_mae,world_achieved_width,world_foot_lateral_mae,body_achieved_width,body_foot_lateral_mae,heading_rmse_rad,max_abs_heading_rad,settled_samples,lateral_rmse,max_lateral_deviation,timing_accuracy,body_lateral_velocity_mean,body_lateral_velocity_rmse,body_yaw_rate_mean,body_yaw_rate_rmse,world_lateral_velocity_mean,world_lateral_velocity_rmse,applied_impulse,planned_force,planned_push_duration,planned_push_time,force2n_topology_fraction,force2n_topology_good_cycles,force2n_topology_cycles,force2n_df_FL,force2n_cycles_FL,force2n_stance_recall_FL,force2n_swing_recall_FL,force2n_df_FR,force2n_cycles_FR,force2n_stance_recall_FR,force2n_swing_recall_FR,force2n_df_RL,force2n_cycles_RL,force2n_stance_recall_RL,force2n_swing_recall_RL,force2n_df_RR,force2n_cycles_RR,force2n_stance_recall_RR,force2n_swing_recall_RR,force2n_world_achieved_width,force2n_world_foot_lateral_mae,force2n_body_achieved_width,force2n_body_foot_lateral_mae,force5n_topology_fraction,force5n_topology_good_cycles,force5n_topology_cycles,force5n_df_FL,force5n_cycles_FL,force5n_stance_recall_FL,force5n_swing_recall_FL,force5n_df_FR,force5n_cycles_FR,force5n_stance_recall_FR,force5n_swing_recall_FR,force5n_df_RL,force5n_cycles_RL,force5n_stance_recall_RL,force5n_swing_recall_RL,force5n_df_RR,force5n_cycles_RR,force5n_stance_recall_RR,force5n_swing_recall_RR,force5n_world_achieved_width,force5n_world_foot_lateral_mae,force5n_body_achieved_width,force5n_body_foot_lateral_mae,force10n_topology_fraction,force10n_topology_good_cycles,force10n_topology_cycles,force10n_df_FL,force10n_cycles_FL,force10n_stance_recall_FL,force10n_swing_recall_FL,force10n_df_FR,force10n_cycles_FR,force10n_stance_recall_FR,force10n_swing_recall_FR,force10n_df_RL,force10n_cycles_RL,force10n_stance_recall_RL,force10n_swing_recall_RL,force10n_df_RR,force10n_cycles_RR,force10n_stance_recall_RR,force10n_swing_recall_RR,force10n_world_achieved_width,force10n_world_foot_lateral_mae,force10n_body_achieved_width,force10n_body_foot_lateral_mae,df_FL,cycles_FL,schedule_df_FL,stance_recall_FL,swing_recall_FL,df_FR,cycles_FR,schedule_df_FR,stance_recall_FR,swing_recall_FR,df_RL,cycles_RL,schedule_df_RL,stance_recall_RL,swing_recall_RL,df_RR,cycles_RR,schedule_df_RR,stance_recall_RR,swing_recall_RR,achieved_df,df_max_abs_error,compliance_pass,force2n_achieved_df,force2n_df_max_abs_error,force2n_contact_pass,force2n_compliance_pass,force5n_achieved_df,force5n_df_max_abs_error,force5n_contact_pass,force5n_compliance_pass,force10n_achieved_df,force10n_df_max_abs_error,force10n_contact_pass,force10n_compliance_pass,force_df_span_FL,force_df_span_FR,force_df_span_RL,force_df_span_RR,force_df_span_pass,force_robust_trial_pass
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,0,10000,0.1,0.75,0.48,walk,False,1,0,0,11.34000015258789,11.34000015258789,3.35,4.00610580444336,0.353721559047699,0.35879752039909363,0.3583053648471832,0.3499999940395355,0.10000000149011612,body,0.10834645666182041,0.005314146075285387,0.10649646259844303,0.0102351706371664,0.10834645666182041,0.005314146075285387,0.03333730250597,0.04182824119925499,544,0.02086036279797554,0.030048370361328125,0.9880514705882353,-0.011419479735195637,0.01840464025735855,-0.0003795409866143018,0.03027201071381569,0.0010158936493098736,0.013425377197563648,0.0,0.0,0.0,,0.9545454545454546,21,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.10649646259844303,0.0102351706371664,0.10834645666182041,0.005314146075285387,0.9545454545454546,21,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.10649646259844303,0.0102351706371664,0.10834645666182041,0.005314146075285387,0.9090909090909091,20,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7376893939393941,22,0.9833333333333333,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10649646259844303,0.0102351706371664,0.10834645666182041,0.005314146075285387,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8296296296296296,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7552026966089467,0.041170634920634885,False,False,0.7548419462481963,0.04067460317460303,False,False,0.0,0.0009469696969696129,0.0,0.0004960317460318553,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,1,10001,0.1,0.75,0.48,walk,False,1,0,0,11.319999694824219,11.319999694824219,3.35,4.0026496887207035,0.3540232181549072,0.35906490683555603,0.3585752248764038,0.3499999940395355,0.10000000149011612,body,0.10822008550167084,0.005262667775784375,0.10638589039444923,0.010372865927093338,0.10822008550167084,0.005262667775784375,0.03532504662871361,0.05158946290612221,543,0.02359590120613575,0.03263092041015625,0.9880294659300184,-0.012149253860116005,0.018201183527708054,-0.001530124107375741,0.02951984852552414,0.0008292856509797275,0.01299165841192007,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10638589039444923,0.010372865927093338,0.10822008550167084,0.005262667775784375,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10638589039444923,0.010372865927093338,0.10822008550167084,0.005262667775784375,0.9090909090909091,20,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7386363636363638,22,0.9845297029702971,1.0,0.7495265151515152,22,0.9993811881188119,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10637585073709488,0.010363044084343685,0.1081989873200655,0.005254286024922183,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8283582089552238,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7552026966089467,0.041170634920634885,False,False,0.7549659541847042,0.041170634920634885,False,False,0.0,0.00047348484848497296,0.0004734848484847509,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,2,10002,0.1,0.75,0.48,walk,False,1,0,0,11.319999694824219,11.319999694824219,3.35,4.001413726806641,0.3539187014102936,0.35897311568260193,0.3584832549095154,0.3499999940395355,0.10000000149011612,body,0.10821225680410862,0.005266921127670841,0.1063699796795845,0.010218632750190637,0.10821225680410862,0.005266921127670841,0.034155476838350296,0.04751944541931152,543,0.01610436476767063,0.0254974365234375,0.9880294659300184,-0.011873102746903896,0.01824851706624031,-0.0010793352266773582,0.029819579795002937,0.0007625645375810564,0.01314107421785593,0.0,0.0,0.0,,0.9545454545454546,21,22,0.741003787878788,22,0.9871951219512195,0.9981060606060606,0.7386363636363638,22,0.9845297029702971,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.1063699796795845,0.010218632750190637,0.10821225680410862,0.005266921127670841,0.9545454545454546,21,22,0.741003787878788,22,0.9871951219512195,0.9981060606060606,0.7386363636363638,22,0.9845297029702971,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.1063699796795845,0.010218632750190637,0.10821225680410862,0.005266921127670841,0.9090909090909091,20,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7381628787878789,22,0.9839108910891089,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.1063699796795845,0.010218632750190637,0.10821225680410862,0.005266921127670841,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8283582089552238,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7552026966089467,0.041170634920634885,False,False,0.7549659541847042,0.041170634920634885,False,False,0.0004734848484847509,0.00047348484848486194,0.0,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,3,10003,0.1,0.75,0.48,walk,False,1,0,0,11.319999694824219,11.319999694824219,3.35,4.00244369506836,0.35402488708496094,0.3590679168701172,0.3585778474807739,0.3499999940395355,0.10000000149011612,body,0.10819554701447487,0.005254316899441521,0.10636191256344318,0.010281209685921309,0.10819554701447487,0.005254316899441521,0.034778282046318054,0.050222091376781464,543,0.025355005636811256,0.03501176834106445,0.9880294659300184,-0.012054835446178913,0.01824474334716797,-0.0013997642090544105,0.02984020859003067,0.0007519844803027809,0.013086422346532345,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10636191256344318,0.010281209685921309,0.10819554701447487,0.005254316899441521,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10636191256344318,0.010281209685921309,0.10819554701447487,0.005254316899441521,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7386363636363638,22,0.9845297029702971,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10636191256344318,0.010281209685921309,0.10819554701447487,0.005254316899441521,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8283582089552238,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7552026966089467,0.041170634920634885,False,False,0.7550843253968255,0.041170634920634885,False,False,0.0,0.00047348484848497296,0.0,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,4,10004,0.1,0.75,0.48,walk,False,1,0,0,11.319999694824219,11.319999694824219,3.35,4.001390838623047,0.35394927859306335,0.35900023579597473,0.35851913690567017,0.3499999940395355,0.10000000149011612,body,0.10818555392324924,0.005246969960188491,0.10638130642473698,0.010600066693114543,0.10818555392324924,0.005246969960188491,0.03710769861936569,0.05796092748641968,543,0.019765255972743034,0.028496742248535156,0.9884898710865562,-0.01243782788515091,0.018489211797714233,-0.002239460591226816,0.029643049463629723,0.0009987711673602462,0.013458415865898132,0.0,0.0,0.0,,0.9545454545454546,21,22,0.741003787878788,22,0.9871951219512195,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10638130642473698,0.010600066693114543,0.10818555392324924,0.005246969960188491,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.7495265151515152,22,0.9993811881188119,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10638130642473698,0.010600066693114543,0.10818555392324924,0.005246969960188491,0.9545454545454546,21,22,0.7400568181818183,22,0.9859756097560975,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.7495265151515152,22,0.9993811881188119,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10638130642473698,0.010600066693114543,0.10818555392324924,0.005246969960188491,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,1.0,0.7916666666666665,21,0.75,1.0,0.8283582089552238,0.7608901515151515,0.04166666666666652,False,0.7553210678210679,0.041170634920634885,False,False,0.7550843253968255,0.041170634920634885,False,False,0.7549659541847042,0.041170634920634885,False,False,0.0009469696969696129,0.0,0.0004734848484847509,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,5,10005,0.1,0.75,0.48,walk,False,1,0,0,11.34000015258789,11.34000015258789,3.35,4.005754852294922,0.35368409752845764,0.35877323150634766,0.35826995968818665,0.3499999940395355,0.10000000149011612,body,0.1083958987146616,0.005343802545143266,0.10650855861604214,0.010079309892525,0.1083958987146616,0.005343802545143266,0.031436365097761154,0.037167128175497055,544,0.017255594953894615,0.026948928833007812,0.9880514705882353,-0.010882963426411152,0.01856791414320469,0.001271489541977644,0.030313514173030853,0.0009099566959775984,0.01336577720940113,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7414772727272729,22,0.98661800486618,0.9943181818181818,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10650855861604214,0.010079309892525,0.1083958987146616,0.005343802545143266,0.9545454545454546,21,22,0.7414772727272729,22,0.98661800486618,0.9943181818181818,0.7381628787878789,22,0.9839506172839506,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10650855861604214,0.010079309892525,0.1083958987146616,0.005343802545143266,0.9090909090909091,20,22,0.7414772727272729,22,0.98661800486618,0.9943181818181818,0.7367424242424243,22,0.9820987654320987,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10650855861604214,0.010079309892525,0.1083958987146616,0.005343802545143266,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8296296296296296,0.7608901515151515,0.04166666666666652,False,0.7551970598845599,0.04067460317460303,False,False,0.7550786886724388,0.04067460317460303,False,False,0.754723575036075,0.04067460317460303,False,False,0.0,0.0018939393939394478,0.0,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,6,10006,0.1,0.75,0.48,walk,False,1,0,0,11.34000015258789,11.34000015258789,3.35,4.006945037841797,0.3537813425064087,0.35885724425315857,0.3583480715751648,0.3499999940395355,0.10000000149011612,body,0.10845854319632053,0.005350990009699713,0.1065607238560915,0.01000518628606175,0.10845854319632053,0.005350990009699713,0.03089049831032753,0.03668255731463432,544,0.024821767583489418,0.03437614440917969,0.9880514705882353,-0.010676674544811249,0.0185320433229208,0.0014742957428097725,0.03039553388953209,0.0008885340066626668,0.013316881842911243,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7419507575757578,22,0.9872262773722628,0.9943181818181818,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.1065607238560915,0.01000518628606175,0.10845854319632053,0.005350990009699713,0.9545454545454546,21,22,0.7414772727272729,22,0.98661800486618,0.9943181818181818,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.1065607238560915,0.01000518628606175,0.10845854319632053,0.005350990009699713,0.9090909090909091,20,22,0.7414772727272729,22,0.98661800486618,0.9943181818181818,0.7376893939393941,22,0.9833333333333333,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.1065607238560915,0.01000518628606175,0.10845854319632053,0.005350990009699713,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8296296296296296,0.7608901515151515,0.04166666666666652,False,0.7553154310966812,0.04067460317460303,False,False,0.7551970598845599,0.04067460317460303,False,False,0.7549603174603174,0.04067460317460303,False,False,0.00047348484848486194,0.0009469696969696129,0.0,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,7,10007,0.1,0.75,0.48,walk,False,1,0,0,11.319999694824219,11.319999694824219,3.35,4.002157592773438,0.35401058197021484,0.35906413197517395,0.35857918858528137,0.3499999940395355,0.10000000149011612,body,0.10810384154319763,0.005229026248099726,0.10629395581781864,0.010496290488463648,0.10810384154319763,0.005229026248099726,0.03669654205441475,0.05750773847103119,543,0.014489693567156792,0.02333831787109375,0.9884898710865562,-0.012402242049574852,0.01847512274980545,-0.0022698973771184683,0.029598981142044067,0.0008905698196031153,0.013463937677443027,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.75,22,1.0,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10629395581781864,0.010496290488463648,0.10810384154319763,0.005229026248099726,0.9545454545454546,21,22,0.7405303030303032,22,0.9865853658536585,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.7495265151515152,22,0.9993811881188119,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10629395581781864,0.010496290488463648,0.10810384154319763,0.005229026248099726,0.9545454545454546,21,22,0.7395833333333335,22,0.9853658536585366,0.9981060606060606,0.7391098484848487,22,0.9851485148514851,1.0,0.7495265151515152,22,0.9993811881188119,1.0,0.7911706349206349,21,0.9993872549019608,0.8283582089552238,0.10629395581781864,0.010496290488463648,0.10810384154319763,0.005229026248099726,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,1.0,0.7916666666666665,21,0.75,1.0,0.8283582089552238,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7550843253968255,0.041170634920634885,False,False,0.754847582972583,0.041170634920634885,False,False,0.0009469696969697239,0.0,0.0004734848484847509,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,8,10008,0.1,0.75,0.48,walk,False,1,0,0,11.34000015258789,11.34000015258789,3.35,4.0070556640625,0.35379302501678467,0.35885775089263916,0.3583633601665497,0.3499999940395355,0.10000000149011612,body,0.1083289124071598,0.005298345103698128,0.1064829844981432,0.010260398253636711,0.1083289124071598,0.005298345103698128,0.03375814110040665,0.04482923820614815,544,0.020542839542031288,0.0303497314453125,0.9880514705882353,-0.011715851724147797,0.018386391922831535,-0.0006932656979188323,0.03014092706143856,0.0008307983516715467,0.013318647630512714,0.0,0.0,0.0,,0.9545454545454546,21,22,0.7414772727272729,22,0.9872262773722628,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.1064829844981432,0.010260398253636711,0.1083289124071598,0.005298345103698128,0.9545454545454546,21,22,0.7414772727272729,22,0.9872262773722628,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.1064829844981432,0.010260398253636711,0.1083289124071598,0.005298345103698128,0.9090909090909091,20,22,0.7414772727272729,22,0.9872262773722628,0.9962121212121212,0.7376893939393941,22,0.9833333333333333,1.0,0.7495265151515152,22,0.9993827160493827,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.1064829844981432,0.010260398253636711,0.1083289124071598,0.005298345103698128,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8296296296296296,0.7608901515151515,0.04166666666666652,False,0.7553210678210679,0.041170634920634885,False,False,0.7553210678210679,0.041170634920634885,False,False,0.7549659541847042,0.041170634920634885,False,False,0.0,0.0009469696969696129,0.0004734848484847509,0.0,True,False
trial_s0.100_d0.750_v0.350_walk_p0.48_nominal.npz,9,10009,0.1,0.75,0.48,walk,False,1,0,0,11.34000015258789,11.34000015258789,3.35,4.006147766113282,0.3537180423736572,0.358798623085022,0.35830166935920715,0.3499999940395355,0.10000000149011612,body,0.10830861330032349,0.005301127468648089,0.10645375400781631,0.010171106730029437,0.10830861330032349,0.005301127468648089,0.0330350361764431,0.04210633784532547,544,0.022534366697072983,0.032619476318359375,0.9880514705882353,-0.011492190882563591,0.018408598378300667,-0.0004566441639326513,0.030259886756539345,0.0008261731709353626,0.013402627781033516,0.0,0.0,0.0,,0.9545454545454546,21,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.7911706349206349,21,0.9993872549019608,0.8296296296296296,0.10645375400781631,0.010171106730029437,0.10830861330032349,0.005301127468648089,0.9545454545454546,21,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7386363636363638,22,0.9845679012345679,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10645375400781631,0.010171106730029437,0.10830861330032349,0.005301127468648089,0.9090909090909091,20,22,0.741003787878788,22,0.98661800486618,0.9962121212121212,0.7376893939393941,22,0.9833333333333333,1.0,0.75,22,1.0,0.9981884057971014,0.790674603174603,21,0.9987745098039216,0.8296296296296296,0.10645375400781631,0.010171106730029437,0.10830861330032349,0.005301127468648089,0.7518939393939393,22,0.75,1.0,0.9849624060150376,0.75,22,0.75,1.0,1.0,0.75,22,0.75,1.0,0.9927536231884058,0.7916666666666665,21,0.75,1.0,0.8296296296296296,0.7608901515151515,0.04166666666666652,False,0.7552026966089467,0.041170634920634885,False,False,0.7550786886724388,0.04067460317460303,False,False,0.7548419462481963,0.04067460317460303,False,False,0.0,0.0009469696969696129,0.0,0.0004960317460318553,True,False
