speed,command_df,step_width,period,gait,perturbation_h,references,valid_references,reference_valid_rate,periodic_orbit_gate_pass_rate,command_gate_pass_rate,hybrid_topology_gate_pass_rate,translation_symmetry_gate_pass_rate,numerical_gate_pass_rate,rank_gate_pass_rate,finite_difference_gate_pass_rate,chi_augmented_diagnostic_median,chi_augmented_median,chi_augmented_q025,chi_augmented_q975,chi_physical_conditional_diagnostic_median,chi_physical_conditional_median,chi_physical_conditional_q025,chi_physical_conditional_q975,chi_orbital_physical_diagnostic_median,chi_orbital_physical_median,chi_orbital_physical_q025,chi_orbital_physical_q975,chi_orbital_augmented_diagnostic_median,chi_orbital_augmented_median,chi_orbital_augmented_q025,chi_orbital_augmented_q975
0.3,0.75,0.3,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.9510378348002577,nan,nan,nan,2.84226017192253,nan,nan,nan,2.8169893274924203,nan,nan,nan,2.927531999152434,nan,nan,nan
0.3,0.75,0.3,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.019407589984805,nan,nan,nan,1.7978202980812044,nan,nan,nan,1.7758085256743454,nan,nan,nan,1.9902404306294077,nan,nan,nan
0.3,0.75,0.3,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4546246191813705,nan,nan,nan,1.2929943270590376,nan,nan,nan,1.2773848392676983,nan,nan,nan,1.4533505124443487,nan,nan,nan
0.3,0.75,0.4,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.939646717117267,nan,nan,nan,7.940749509862341,nan,nan,nan,7.82202756459172,nan,nan,nan,9.813899079849726,nan,nan,nan
0.3,0.75,0.4,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.665784579739275,nan,nan,nan,2.2894258045181113,nan,nan,nan,2.2599798416822563,nan,nan,nan,2.608443637153286,nan,nan,nan
0.3,0.75,0.4,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8676282172072933,nan,nan,nan,1.6843957569665182,nan,nan,nan,1.6769597294330216,nan,nan,nan,1.8588662122941004,nan,nan,nan
0.3,0.75,0.5,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.24988011723252,nan,nan,nan,5.305074582983069,nan,nan,nan,5.216896706527378,nan,nan,nan,6.148812193576971,nan,nan,nan
0.3,0.75,0.5,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.796682074964358,nan,nan,nan,2.465642911580121,nan,nan,nan,2.4472162529803585,nan,nan,nan,2.785310399220453,nan,nan,nan
0.3,0.75,0.5,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.826333163167,nan,nan,nan,2.492971658538382,nan,nan,nan,2.484909207906205,nan,nan,nan,2.8158300248495487,nan,nan,nan
0.35,0.75,0.1,0.48,walk,0.025,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.985632482009207,nan,nan,nan,5.189135423915958,nan,nan,nan,5.090253322991449,nan,nan,nan,6.9151291964345365,nan,nan,nan
0.35,0.75,0.1,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.296716736126583,nan,nan,nan,4.048290852522914,nan,nan,nan,3.9609141960790106,nan,nan,nan,5.211009402442791,nan,nan,nan
0.35,0.75,0.1,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.049736884425528,nan,nan,nan,3.8687626276384792,nan,nan,nan,3.8023547756852594,nan,nan,nan,4.992336956931559,nan,nan,nan
0.35,0.75,0.2,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.824804419278162,nan,nan,nan,2.4508803410068714,nan,nan,nan,2.431996936375441,nan,nan,nan,2.800966460503084,nan,nan,nan
0.35,0.75,0.2,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8033939842994142,nan,nan,nan,1.6181608104991325,nan,nan,nan,1.5736196991845426,nan,nan,nan,1.7775880801510437,nan,nan,nan
0.35,0.75,0.2,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.497645377695822,nan,nan,nan,1.3884968854555302,nan,nan,nan,1.3349607764267688,nan,nan,nan,1.4545099472469714,nan,nan,nan
0.35,0.75,0.3,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.457962424217552,nan,nan,nan,6.614322630900441,nan,nan,nan,6.455294827858771,nan,nan,nan,6.347978001654394,nan,nan,nan
0.35,0.75,0.3,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.2318146239989005,nan,nan,nan,2.687593853556397,nan,nan,nan,2.592593328797115,nan,nan,nan,3.141218273309565,nan,nan,nan
0.35,0.75,0.3,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.125,0.0,1.0,0.0,1.7802394071487435,nan,nan,nan,1.5224946617609734,nan,nan,nan,1.4681513914126865,nan,nan,nan,1.7491712924280738,nan,nan,nan
0.35,0.75,0.4,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,75.7672889109657,nan,nan,nan,34.814757586837196,nan,nan,nan,33.132388796861996,nan,nan,nan,75.12295862713765,nan,nan,nan
0.35,0.75,0.4,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.944577902542327,nan,nan,nan,3.626448241521717,nan,nan,nan,3.5668549984786138,nan,nan,nan,4.913501643244096,nan,nan,nan
0.35,0.75,0.4,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.8082002234596333,nan,nan,nan,2.431047157822378,nan,nan,nan,2.3937789638515516,nan,nan,nan,2.762744824058326,nan,nan,nan
0.35,0.75,0.5,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.150512577606816,nan,nan,nan,4.40105036147896,nan,nan,nan,4.348095117921966,nan,nan,nan,4.98916558796337,nan,nan,nan
0.35,0.75,0.5,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.621852192412471,nan,nan,nan,3.0915236407047524,nan,nan,nan,3.062669179761654,nan,nan,nan,3.6043369263335947,nan,nan,nan
0.35,0.75,0.5,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.4288047321179613,nan,nan,nan,2.9606991274839456,nan,nan,nan,2.9470046097406306,nan,nan,nan,3.4175287168289863,nan,nan,nan
0.4,0.75,0.1,0.48,walk,0.025,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.629076801372985,nan,nan,nan,3.5150606028865434,nan,nan,nan,3.4440827559449048,nan,nan,nan,4.585790013538126,nan,nan,nan
0.4,0.75,0.1,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.891144908551567,nan,nan,nan,3.745322064634043,nan,nan,nan,3.6596998892283326,nan,nan,nan,4.8272925317154085,nan,nan,nan
0.4,0.75,0.1,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.862192023103587,nan,nan,nan,3.7483245032026518,nan,nan,nan,3.6922268048961624,nan,nan,nan,4.813281491306716,nan,nan,nan
0.4,0.75,0.2,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.540667039710769,nan,nan,nan,2.1388483746217752,nan,nan,nan,2.132639960327195,nan,nan,nan,2.503531036812784,nan,nan,nan
0.4,0.75,0.2,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8205506601723536,nan,nan,nan,1.5787171113188474,nan,nan,nan,1.5493619599808226,nan,nan,nan,1.7712977807664507,nan,nan,nan
0.4,0.75,0.2,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.125,0.0,1.0,0.0,1.534752847922629,nan,nan,nan,1.3939017781384586,nan,nan,nan,1.3572591228654538,nan,nan,nan,1.518266672963338,nan,nan,nan
0.4,0.75,0.3,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.259248011521769,nan,nan,nan,5.879691629470287,nan,nan,nan,5.6852724088896,nan,nan,nan,7.078441369243491,nan,nan,nan
0.4,0.75,0.3,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.01897517250657,nan,nan,nan,2.674809019672348,nan,nan,nan,2.641053863014947,nan,nan,nan,2.9533955995348093,nan,nan,nan
0.4,0.75,0.3,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.125,0.0,1.0,0.0,1.7571080266270318,nan,nan,nan,1.518400695774888,nan,nan,nan,1.5074888583279902,nan,nan,nan,1.7423047154648508,nan,nan,nan
0.4,0.75,0.4,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,12.50297613444625,nan,nan,nan,12.33282365986388,nan,nan,nan,11.40307339729132,nan,nan,nan,12.2001334459337,nan,nan,nan
0.4,0.75,0.4,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.169320730950513,nan,nan,nan,4.3815372240799695,nan,nan,nan,4.347576345968047,nan,nan,nan,4.926259423619925,nan,nan,nan
0.4,0.75,0.4,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.432698718185608,nan,nan,nan,2.0672432225558035,nan,nan,nan,2.039212481234981,nan,nan,nan,2.4124212899701485,nan,nan,nan
0.4,0.75,0.5,0.48,walk,0.025,8,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.686804299553216,nan,nan,nan,7.782832268767127,nan,nan,nan,7.61843909321318,nan,nan,nan,7.537986754816478,nan,nan,nan
0.4,0.75,0.5,0.48,walk,0.05,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.27978403764298,nan,nan,nan,3.5962512792573413,nan,nan,nan,3.569457254792,nan,nan,nan,4.250133206545998,nan,nan,nan
0.4,0.75,0.5,0.48,walk,0.1,8,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.888422839979214,nan,nan,nan,3.2786318284571787,nan,nan,nan,3.2588195108916036,nan,nan,nan,3.8716575194542595,nan,nan,nan
