file,reference,speed,command_df,step_width,period,gait,energy_topology_gate_pass,energy_no_termination_gate_pass,energy_periodic_orbit_gate_pass,cycle_rms,energy_reference_valid,positive_mechanical_cot,absolute_mechanical_cot,positive_work_j,absolute_work_j,forward_displacement_m,achieved_df,df_max_abs_error,achieved_stance_width,stance_width_abs_error,stance_foot_lateral_mae,all_phase_foot_lateral_mae,forward_speed,speed_abs_error,lateral_rmse,max_lateral_deviation,heading_rmse_rad,max_abs_heading_rad,world_lateral_velocity_rmse,body_yaw_rate_rmse,stance_recall_min,swing_recall_min,nominal_failure,command_gate_pass,df_FL,stance_samples_FL,stance_y_FL,stance_recall_FL,swing_recall_FL,df_FR,stance_samples_FR,stance_y_FR,stance_recall_FR,swing_recall_FR,df_RL,stance_samples_RL,stance_y_RL,stance_recall_RL,swing_recall_RL,df_RR,stance_samples_RR,stance_y_RR,stance_recall_RR,swing_recall_RR
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,2,0.25,0.625,0.1,0.48,trot,1,1,1,0.006978130824455386,1,0.23333135617773643,0.48162965139607383,17.370139981628817,35.78830751471253,0.5051727294921875,0.625,0.0,0.10085302085305253,0.0008530208530525274,0.003919362217808763,0.004704073614751298,0.2634330078338583,0.013433007833858313,0.010163118263964013,0.01177978515625,0.04214986571640988,0.043451473116874695,0.005829085453909533,0.018575197636927058,1.0,1.0,0,1,0.625,60,0.05255269668996334,1.0,1.0,0.625,60,-0.05572635885328055,1.0,1.0,0.625,60,0.044560679234564304,1.0,1.0,0.625,60,-0.04886630692829688,1.0,1.0
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,3,0.25,0.625,0.1,0.48,trot,1,1,1,0.005990967176136472,1,0.23331416863088578,0.48072312306821474,17.381721116761263,35.77656952901549,0.5053863525390625,0.625,0.0,0.10079686905567845,0.0007968690556784397,0.003881451136743029,0.004676420631585642,0.26357487961649895,0.013574879616498947,0.01483611350742824,0.0164337158203125,0.04241707574351467,0.043610356748104095,0.0057852729074701695,0.01871735196354802,1.0,1.0,0,1,0.625,60,0.05241774475822846,1.0,1.0,0.625,60,-0.05572363572816054,1.0,1.0,0.625,60,0.04461917368074258,1.0,1.0,0.625,60,-0.04883318394422531,1.0,1.0
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,4,0.25,0.625,0.1,0.48,trot,1,1,1,0.006007644180246489,1,0.23271119819921166,0.4838855260958934,17.327416741873986,36.107142932519395,0.5055357813835144,0.625,0.0,0.10090135640154282,0.0009013564015428188,0.003908601440489292,0.0046883008636844645,0.26363638571153086,0.013636385711530863,0.01459413860717053,0.0164642333984375,0.042465581424029,0.04375404119491577,0.005782457911533411,0.018701560114499204,1.0,1.0,0,1,0.625,60,0.05254811756312847,1.0,1.0,0.625,60,-0.05574262843777736,1.0,1.0,0.625,60,0.04456162912150224,1.0,1.0,0.625,60,-0.04895033768067757,1.0,1.0
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,5,0.25,0.625,0.1,0.48,trot,1,1,1,0.0032811562399474303,1,0.23347769966063936,0.4812824984406034,17.368666015268662,35.76976052493143,0.5054550170898438,0.625,0.0,0.10085173559685548,0.0008517355968554741,0.0038885214055577916,0.0046745940422018364,0.2635905609155695,0.013590560915569483,0.012653033437803067,0.01447296142578125,0.04205039611058747,0.04342411458492279,0.005739004568000641,0.01886544423678818,1.0,1.0,0,1,0.625,60,0.052408585076530775,1.0,1.0,0.625,60,-0.055811078287661076,1.0,1.0,0.625,60,0.04471258868773778,1.0,1.0,0.625,60,-0.04877121914178133,1.0,1.0
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,6,0.25,0.625,0.1,0.48,trot,1,1,1,0.006586119230302562,1,0.23337295557502913,0.48367311803825813,17.381235724648533,35.93048387216941,0.5049285888671875,0.625,0.0,0.10087545507897933,0.0008754550789793203,0.003906106712917487,0.004692357514674464,0.26334298339982826,0.013342983399828257,0.008139092429458452,0.00988006591796875,0.042011541964863036,0.04335066303610802,0.005839484218027332,0.01864205426457011,1.0,1.0,0,1,0.625,60,0.05253278035670519,1.0,1.0,0.625,60,-0.05574167091399431,1.0,1.0,0.625,60,0.0445848831286033,1.0,1.0,0.625,60,-0.04889157575865587,1.0,1.0
energy_s0.100_d0.625_v0.250_trot_p0.48.npz,7,0.25,0.625,0.1,0.48,trot,1,1,1,0.005354009819906604,1,0.2339296898876511,0.48841090250650143,17.399090874212973,36.037647585664956,0.5045013427734375,0.625,0.0,0.10087821887185175,0.0008782188718517436,0.0038994001410901547,0.004687965983369697,0.2633662798131506,0.013366279813150583,0.009539839202277663,0.01122283935546875,0.042073882137936953,0.04344096779823303,0.00580183440617047,0.018620834995624055,1.0,1.0,0,1,0.625,60,0.052503115373353164,1.0,1.0,0.625,60,-0.055760426943500835,1.0,1.0,0.625,60,0.044615331043799715,1.0,1.0,0.625,60,-0.048877564383049805,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,0,0.25,0.75,0.1,0.48,trot,1,1,1,0.003477252061272795,1,0.32163359437676986,0.6491567907214109,23.690100983355457,47.790390179620445,0.49993896484375,0.75,0.0,0.10503930011246768,0.005039300112467671,0.0047429276345711605,0.005218690709443762,0.26041983036945265,0.010419830369452654,0.001034301308794966,0.001922607421875,0.02545424070597221,0.02871083654463291,0.005978020399246398,0.025847975997809722,1.0,1.0,0,1,0.75,72,0.05531982172073589,1.0,1.0,0.75,72,-0.058926887085868254,1.0,1.0,0.75,72,0.04851811296410031,1.0,1.0,0.75,72,-0.04731377845423089,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,1,0.25,0.75,0.1,0.48,trot,1,1,1,0.003405319121934635,1,0.32168348256919455,0.6510027344081148,23.635277962308052,47.86311394950454,0.4990081787109375,0.75,0.0,0.10501038950557509,0.005010389505575086,0.004717302125775151,0.005203819961752742,0.26037337941428024,0.010373379414280237,0.0016127389333259524,0.0026702880859375,0.026013988231063705,0.029189331457018852,0.006010035863039786,0.02602045968227155,1.0,1.0,0,1,0.75,72,0.05533710618813833,1.0,1.0,0.75,72,-0.05884693185281423,1.0,1.0,0.75,72,0.048498355214380555,1.0,1.0,0.75,72,-0.04733838575581709,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,2,0.25,0.75,0.1,0.48,trot,1,1,1,0.003460085094814322,1,0.3221763424307292,0.6529304738949537,23.668382087665005,47.948516905277216,0.498779296875,0.75,0.0,0.10508934346338113,0.005089343463381121,0.004730013074974219,0.005220780907742057,0.2603231566026807,0.010323156602680683,0.0014742715095354985,0.0026092529296875,0.026056577444363346,0.02930416911840439,0.0060150672762130306,0.02597485999672823,1.0,1.0,0,1,0.75,72,0.05542085604328248,1.0,1.0,0.75,72,-0.05886771478172806,1.0,1.0,0.75,72,0.0484732413250539,1.0,1.0,0.75,72,-0.04741687477669782,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,3,0.25,0.75,0.1,0.48,trot,1,1,1,0.003802347537694514,1,0.32224732654638516,0.6512761017758116,23.689286654138815,47.95327333498751,0.49959564208984375,0.75,0.0,0.10503583300548294,0.005035833005482937,0.004780958554086586,0.005258427653461694,0.26057679671794176,0.010576796717941761,0.0023357564034707065,0.0035247802734375,0.02586318370481644,0.02903558872640133,0.006007625629020856,0.026171620254862485,1.0,1.0,0,1,0.75,72,0.05542535391739673,1.0,1.0,0.75,72,-0.05893341022440129,1.0,1.0,0.75,72,0.048384423885080546,1.0,1.0,0.75,72,-0.04732847798408733,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,4,0.25,0.75,0.1,0.48,trot,1,1,1,0.003617829212900321,1,0.32119240919558006,0.6501340049721167,23.658617033856572,47.92383410903538,0.5001945197582245,0.75,0.0,0.10498114825329848,0.00498114825329847,0.0047514010531206925,0.005230130513276283,0.2608138034120202,0.010813803412020206,0.001288882282692994,0.00225830078125,0.02603021193012979,0.02916012331843376,0.0059939759476905765,0.025794722894336552,1.0,1.0,0,1,0.75,72,0.055426633968535394,1.0,1.0,0.75,72,-0.05882666761883431,1.0,1.0,0.75,72,0.048355646741886936,1.0,1.0,0.75,72,-0.0473533481773403,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,5,0.25,0.75,0.1,0.48,trot,1,1,1,0.00380401235096771,1,0.32312786791623077,0.6521420475986099,23.784654222346948,48.0042286140034,0.49970245361328125,0.75,0.0,0.10509576751954025,0.005095767519540245,0.004793753930264049,0.005270799798502896,0.26051975258936483,0.010519752589364828,0.0028098941981916587,0.00396728515625,0.02567561076474867,0.028872529044747353,0.00597680446446915,0.026219001173734432,1.0,1.0,0,1,0.75,72,0.055436147583855525,1.0,1.0,0.75,72,-0.05899466175792946,1.0,1.0,0.75,72,0.04844730756142073,1.0,1.0,0.75,72,-0.0473134181358748,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,6,0.25,0.75,0.1,0.48,trot,1,1,1,0.00392696199729565,1,0.3225178630478188,0.6528461324318164,23.752697197387796,48.02846327491457,0.499481201171875,0.75,0.0,0.10507902280530995,0.005079022805309946,0.004739359776592917,0.005225919286021962,0.26040447254975635,0.01040447254975635,0.0017697113758164474,0.00296783447265625,0.02614184815599917,0.02933613397181034,0.006029000873949635,0.025968742852715405,1.0,1.0,0,1,0.75,72,0.05542836089928945,1.0,1.0,0.75,72,-0.05887796336577998,1.0,1.0,0.75,72,0.0484730645807253,1.0,1.0,0.75,72,-0.04737865676482519,1.0,1.0
energy_s0.100_d0.750_v0.250_trot_p0.48.npz,7,0.25,0.75,0.1,0.48,trot,1,1,1,0.0030155970533041355,1,0.32250525749815095,0.6522617407972078,23.69866621876539,47.88909328147635,0.4987640380859375,0.75,0.0,0.10508630730004775,0.005086307300047749,0.004756279967518316,0.005238605005433782,0.2602712186053395,0.010271218605339527,0.0015511068234551754,0.002651214599609375,0.026021351775183086,0.02915540151298046,0.0060374885247209305,0.026139586654787293,1.0,1.0,0,1,0.75,72,0.05540268516374959,1.0,1.0,0.75,72,-0.05892904925470551,1.0,1.0,0.75,72,0.04852809953606791,1.0,1.0,0.75,72,-0.047312780645572476,1.0,1.0
energy_s0.200_d0.500_v0.250_trot_p0.48.npz,0,0.25,0.5,0.2,0.48,trot,1,1,1,0.008816309761161805,1,0.20443873065398754,0.4250161200763089,14.784064623086579,30.71175723244098,0.4892578125,0.5,0.0,0.1836702422394107,0.016329757760589314,0.008166800043545669,0.006028047918031615,0.25560372493540245,0.005603724935402454,0.016989095359020136,0.01971435546875,0.024055335756344807,0.025576958432793617,0.005303485301836535,0.017803458307316722,1.0,1.0,0,1,0.5,48,0.0886238906532526,1.0,1.0,0.5,48,-0.09903245217477281,1.0,1.0,0.5,48,0.09083805807555716,1.0,1.0,0.5,48,-0.08884608357523878,1.0,1.0
energy_s0.200_d0.500_v0.250_trot_p0.48.npz,1,0.25,0.5,0.2,0.48,trot,1,1,1,0.005102285171697641,1,0.20263703442685774,0.41821033775248884,14.678093425254481,30.22403904820797,0.49102783203125,0.5,0.0,0.1835718393170585,0.016428160682941506,0.008214080341470743,0.006032406546485924,0.2563575048310061,0.006357504831006111,0.015812930867434117,0.0186767578125,0.02393034055818158,0.025439852848649025,0.005427273650246001,0.018207287718728454,1.0,1.0,0,1,0.5,48,0.08876515086740255,1.0,1.0,0.5,48,-0.09882078304265936,1.0,1.0,0.5,48,0.0907893058223029,1.0,1.0,0.5,48,-0.08876843890175223,1.0,1.0
energy_s0.200_d0.500_v0.250_trot_p0.48.npz,2,0.25,0.5,0.2,0.48,trot,1,1,1,0.005074965125751155,1,0.20291036550402333,0.41560412150097237,14.723365214944259,30.06811607619379,0.491302490234375,0.5,0.0,0.18363275557445985,0.01636724442554016,0.00818436699143301,0.006024730872983737,0.2560428390279412,0.006042839027941227,0.018752535274109108,0.02142333984375,0.023786826149921888,0.02525697648525238,0.005477587847924402,0.018346341702819877,1.0,1.0,0,1,0.5,48,0.08872941353668769,1.0,1.0,0.5,48,-0.0989398459593455,1.0,1.0,0.5,48,0.09081006764123838,1.0,1.0,0.5,48,-0.0887861840116481,1.0,1.0
