step_width,command_df,disturbed,n,successes,failures,timeouts,success_rate,ci_low,ci_high,period,gait,step_width_frame,course_distance,forward_distance,mean_speed,forward_speed,duration,traversal_time,achieved_df,achieved_width,command_width,command_speed,timing_accuracy,applied_impulse,df_max_abs_error,lateral_rmse,max_lateral_deviation,foot_lateral_mae,settled_samples,world_achieved_width,world_foot_lateral_mae,body_achieved_width,body_foot_lateral_mae,heading_rmse_rad,max_abs_heading_rad,world_lateral_velocity_mean,world_lateral_velocity_rmse,body_lateral_velocity_mean,body_lateral_velocity_rmse,body_yaw_rate_mean,body_yaw_rate_rmse,df_FL,schedule_df_FL,stance_recall_FL,swing_recall_FL,trials_with_cycles_FL,df_FR,schedule_df_FR,stance_recall_FR,swing_recall_FR,trials_with_cycles_FR,df_RL,schedule_df_RL,stance_recall_RL,swing_recall_RL,trials_with_cycles_RL,df_RR,schedule_df_RR,stance_recall_RR,swing_recall_RR,trials_with_cycles_RR,compliant_trial_fraction,compliance_screen_pass,force2n_compliant_trial_fraction,force2n_compliance_screen_pass,force2n_achieved_df,force2n_achieved_width,force2n_topology_fraction,force2n_topology_ci_low,force2n_topology_ci_high,force2n_topology_screen_pass,force2n_threshold_screen_pass,force2n_topology_good_cycles,force2n_topology_cycles,force2n_pooled_topology_fraction,force5n_compliant_trial_fraction,force5n_compliance_screen_pass,force5n_achieved_df,force5n_achieved_width,force5n_topology_fraction,force5n_topology_ci_low,force5n_topology_ci_high,force5n_topology_screen_pass,force5n_threshold_screen_pass,force5n_topology_good_cycles,force5n_topology_cycles,force5n_pooled_topology_fraction,force10n_compliant_trial_fraction,force10n_compliance_screen_pass,force10n_achieved_df,force10n_achieved_width,force10n_topology_fraction,force10n_topology_ci_low,force10n_topology_ci_high,force10n_topology_screen_pass,force10n_threshold_screen_pass,force10n_topology_good_cycles,force10n_topology_cycles,force10n_pooled_topology_fraction,force_df_span_trial_fraction,force_robust_trial_fraction,force_threshold_conclusion_unchanged,force5n_200hz_vs_frozen50hz_unchanged,combined_cell_pass
0.05,0.5,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.002737490087747,0.30357096111401916,0.30718513298779726,13.199062153697014,13.199062153697014,0.5326898036858974,0.044950087525648996,0.05000000074505806,0.30000001192092896,0.9678400260406118,0.0,0.0619991987179487,0.023170019150711596,0.04302816838026047,0.00431903042080408,636.953125,0.04556031159881968,0.00940960604682682,0.044950087525648996,0.00431903042080408,0.03853731823619455,0.05540232639759779,-0.0025482852579443716,0.014625384908868,0.008893246194929816,0.016153697099070996,-0.0016949018903460455,0.09079300367739052,0.5077874599358974,0.5,0.9998060508528354,0.9842848576036304,64,0.5326111778846152,0.5,1.0,0.9376007248023795,64,0.5283613782051282,0.5,1.0,0.9449785942430198,64,0.5619991987179487,0.5,1.0,0.8756736037626422,64,0.0,False,0.0,False,0.5325134590344551,0.04501217560027726,0.03786057692307693,0.03485576923076923,0.040865384615384616,False,False,63,1664,0.03786057692307692,0.0,False,0.5252449544270833,0.044950087525648996,0.16526442307692307,0.15384615384615385,0.17788461538461536,False,False,275,1664,0.16526442307692307,1.0,True,0.5165900440705128,0.04492669911996927,0.7307692307692308,0.7139423076923077,0.7481971153846154,False,False,1216,1664,0.7307692307692307,1.0,0.0,True,True,False
0.05,0.55,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.002945201098918,0.3081901199184358,0.3126704194582999,12.996562212705612,12.996562212705612,0.5850851362179488,0.04652732887188904,0.05000000074505806,0.30000001192092896,0.9958673269648287,0.0,0.03971354166666673,0.04558955639367923,0.05416536331176758,0.00298620072518693,626.828125,0.04688967460242566,0.007409189666553173,0.04652732887188904,0.00298620072518693,0.03697835135972127,0.04844665253767744,0.002712134566536406,0.018719364248681813,0.013578397767560091,0.021213789557805285,-0.0031670724965806585,0.0647134023020044,0.5884915865384616,0.5833333333333334,0.9989090440829163,0.9825191570881227,64,0.5850520833333334,0.5833333333333334,0.9991034836065574,0.9943411267614974,64,0.5828125000000001,0.5833333333333334,0.9991485013623979,0.9963942307692308,64,0.583984375,0.5833333333333334,0.9974343139456547,0.9946120689655171,64,1.0,True,1.0,True,0.5833220653044873,0.04652501016971655,0.8876201923076925,0.8834134615384617,0.8912259615384617,False,False,1477,1664,0.8876201923076923,1.0,True,0.5831340770232372,0.04652732887188904,0.8852163461538463,0.8834134615384617,0.8876201923076925,False,False,1473,1664,0.8852163461538461,1.0,True,0.5827250475761219,0.04651771664794069,0.8840144230769232,0.8822115384615385,0.8858173076923079,False,False,1471,1664,0.8840144230769231,1.0,1.0,True,True,False
0.05,0.6,False,64,60,4,0,0.9375,0.8500251490779133,0.9754287986033819,0.48,trot,body,3.1406250000000004,3.769447439908981,0.2992847809800878,0.3022390853147954,12.280312081798911,12.980666224161784,0.6250229533920939,0.050043206254485995,0.05000000074505806,0.30000001192092896,0.9832048472864191,0.0,0.04375500801282042,0.018059630208881572,0.0380147248506546,0.0035217039751917994,591.015625,0.04977208548280032,0.009073779232540997,0.050043206254485995,0.0035217039751917994,0.04024045745609328,0.05106133851222694,-0.009113240109172693,0.020859926313278265,0.0027504553872859105,0.02251461190462578,-0.007679686239498551,0.05009637167677283,0.6119624732905982,0.625,0.9731772069292834,0.9920212765957446,64,0.6422526041666666,0.625,1.0,0.9644717261904763,64,0.6057942708333334,0.625,0.9697704081632653,1.0,64,0.6400824652777779,0.625,0.9996811224489797,0.9586759868421053,64,0.9375,True,0.9375,True,0.6224194753271901,0.05003177090839017,0.9014423076923077,0.8413461538461539,0.9465144230769231,True,True,1500,1569,0.9560229445506692,0.9375,True,0.6216191114115919,0.050043206254485995,0.9014423076923077,0.8413461538461539,0.9465144230769231,True,True,1500,1569,0.9560229445506692,0.9375,True,0.6199535924145299,0.050085314811440185,0.9014423076923077,0.8413461538461539,0.9465144230769231,True,True,1500,1569,0.9560229445506692,0.9375,0.9375,True,True,True
0.05,0.65,False,64,60,4,0,0.9375,0.8500251490779133,0.9754287986033819,0.48,trot,body,3.1406250000000004,3.773434945940971,0.29739762586541474,0.2992686597863212,12.263437191024423,12.936333004633585,0.6631944444444446,0.050699212442850694,0.05000000074505806,0.30000001192092896,0.9830024376763733,0.0,0.039973958333333386,0.01639541109034326,0.03721681982278824,0.0034003477037605158,590.171875,0.04915998092656082,0.009115873957125046,0.050699212442850694,0.0034003477037605158,0.040438269556034356,0.05207225977210328,-0.011365089110768167,0.01881221343501238,0.00037586185499094427,0.02178001128777396,-0.007828812413208652,0.03702869574772194,0.6508789062500002,0.6666666666666669,0.9736824703730459,1.0,64,0.6795789930555558,0.6666666666666669,0.9997702205882353,0.9698396070075758,64,0.6412760416666667,0.6666666666666669,0.9610657284399231,1.0,64,0.6810438368055557,0.6666666666666669,1.0,0.9560550356506239,64,0.9375,True,0.9375,True,0.6583336046006943,0.05063282171613537,0.8999999999999999,0.84,0.945,False,False,1440,1513,0.9517514871116987,0.9375,True,0.6557975260416667,0.050699212442850694,0.8999999999999999,0.84,0.945,False,False,1440,1513,0.9517514871116987,0.9375,True,0.6529663085937499,0.05071171518648043,0.8999999999999999,0.84,0.945,False,False,1440,1513,0.9517514871116987,0.9375,0.9375,True,True,False
0.05,0.7,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.003872805833816,0.30804334580898285,0.31282650912180543,12.99437490105629,12.99437490105629,0.708283253205128,0.04804757414967753,0.05000000074505806,0.30000001192092896,0.9999250599041534,0.0,0.008333333333333304,0.011577529083297122,0.02008918672800064,0.001955072209710868,626.71875,0.048078087682370096,0.006331913055852057,0.04804757414967753,0.001955072209710868,0.03593076881952584,0.04259762348374352,-0.0005240888230133578,0.0053188396923360415,0.01021179326926358,0.010878632383537479,-0.003461465197688085,0.029169198678573593,0.7081330128205127,0.7083333333333331,0.9997175137636232,1.0,64,0.7083333333333331,0.7083333333333331,1.0,1.0,64,0.7083333333333331,0.7083333333333331,1.0,1.0,64,0.7083333333333331,0.7083333333333331,1.0,0.9996584699453552,64,1.0,True,1.0,True,0.6977430764222756,0.04804757414967753,0.9614903846153846,0.9614182692307693,0.9615384615384616,True,True,1598,1662,0.9614921780986763,1.0,True,0.6970741311097757,0.04804757414967753,0.9614903846153846,0.9614182692307693,0.9615384615384616,True,True,1598,1662,0.9614921780986763,1.0,True,0.6957732997796474,0.04804765265726019,0.9614903846153846,0.9614182692307693,0.9615384615384616,True,True,1598,1662,0.9614921780986763,1.0,1.0,True,True,True
0.05,0.75,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.002981451898813,0.3003259361721575,0.3047901391983032,13.32281231880188,13.32281231880188,0.7499499198717949,0.04867020955134649,0.05000000074505806,0.30000001192092896,0.9999268149436915,0.0,0.00020032051282051905,0.031032994578708895,0.042761653661727905,0.001944047174487915,643.140625,0.04864774161251262,0.005479630000488542,0.04867020955134649,0.001944047174487915,0.030568019283236936,0.03794774127891287,0.0029625439347000793,0.005954013795417268,0.011717862449586391,0.012248893996002153,-0.003520113381455303,0.03691737400367856,0.7497996794871795,0.75,0.9997414681826737,1.0,64,0.75,0.75,1.0,1.0,64,0.75,0.75,1.0,1.0,64,0.75,0.75,1.0,0.9996019108280254,64,1.0,True,1.0,True,0.7369071764823717,0.04867020955134649,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.73687744140625,0.04867020955134649,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.7366849459134615,0.04866864293580875,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,1.0,True,True,True
0.1,0.5,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.0033245064318175,0.29422168713063,0.2974328873679042,13.616874679923058,13.616874679923058,0.5115949407941596,0.09402224200312048,0.10000000149011612,0.30000001192092896,0.9884564114866031,0.0,0.04333043981481467,0.018082358248648234,0.03245052695274353,0.0032846853526491073,657.84375,0.09452336130198091,0.005449759788427202,0.09402224200312048,0.0032846853526491073,0.0222577674430795,0.030998108559288085,0.0033237702409678604,0.006376123601512518,0.00967959308763966,0.010768089792691171,-0.00037764758189950953,0.04722109838621691,0.5014467592592593,0.5,0.9998117469879518,0.9969230769230768,64,0.501602564102564,0.5,1.0,0.996666133298366,64,0.5,0.5,1.0,0.9998117469879518,64,0.5433304398148147,0.5,1.0,0.9134134615384616,64,1.0,True,0.0,False,0.5139419251357729,0.09402643234352581,0.04861111111111111,0.04456018518518518,0.052662037037037035,False,False,84,1728,0.04861111111111111,1.0,True,0.5110713600093483,0.09402224200312048,0.9629629629629629,0.9629629629629629,0.9629629629629629,True,True,1664,1728,0.9629629629629629,1.0,True,0.5110275978602802,0.09402120433514938,0.9629629629629629,0.9629629629629629,0.9629629629629629,True,True,1664,1728,0.9629629629629629,1.0,0.0,False,True,True
0.1,0.55,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.003053819388151,0.3018874772824347,0.3058545137755573,13.262811869382858,13.262811869382858,0.5833082932692308,0.09586567798396572,0.10000000149011612,0.30000001192092896,0.999560594305512,0.0,0.033333333333333326,0.03958920334116556,0.06085192412137985,0.0025156336157961252,640.140625,0.09616170337540098,0.004861558151058875,0.09586567798396572,0.0025156336157961252,0.023367214627796784,0.03131358636892401,0.00472025809904153,0.009391390995006077,0.011435625900048763,0.013374474772717804,-0.0010897131977856134,0.035897114721592516,0.5832331730769231,0.5833333333333334,0.999834656084656,0.9964242500653064,64,0.5833333333333334,0.5833333333333334,1.0,0.9997685185185186,64,0.5833333333333334,0.5833333333333334,1.0,1.0,64,0.5833333333333334,0.5833333333333334,1.0,0.9997609933900734,64,1.0,True,1.0,True,0.5828309670472758,0.09586567798396572,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.5828027969751602,0.09586567798396572,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.5826791616586539,0.09586567798396572,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,1.0,True,True,True
0.1,0.6,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.004337744414806,0.30517007084563375,0.30964474892243743,13.119374871253967,13.119374871253967,0.6249499198717949,0.0966509006684646,0.10000000149011612,0.30000001192092896,0.9998456856665066,0.0,0.025000000000000022,0.009307496213295963,0.015006422996520996,0.002083709220060746,632.96875,0.09681573556736112,0.005343760177906129,0.0966509006684646,0.002083709220060746,0.026090457191457972,0.032060603552963585,5.4676776137796423e-05,0.007286569038114976,0.007799725790391676,0.010200486722169444,-0.0015242241351103303,0.025001118367072195,0.6247996794871795,0.625,0.9996857318709416,0.9994015957446809,64,0.625,0.625,1.0,0.9997382190323828,64,0.625,0.625,1.0,1.0,64,0.625,0.625,1.0,0.9997340425531915,64,1.0,True,1.0,True,0.6222028370392627,0.09665095881791785,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.6221931340144229,0.0966509006684646,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.6216869491185898,0.09665077639510855,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,1.0,True,True,True
0.1,0.65,False,64,64,0,0,1.0,0.9433759402071946,1.0,0.48,trot,body,3.3500000000000005,4.002832615375518,0.3077741018496454,0.31259408593177795,13.001562461256981,13.001562461256981,0.6666165865384617,0.09684094719705172,0.10000000149011612,0.30000001192092896,0.9999252392344498,0.0,0.01666666666666672,0.020930415950715542,0.04148834943771362,0.001793040479986391,627.078125,0.09695565668516792,0.005936279025738721,0.09684094719705172,0.001793040479986391,0.027064483176218346,0.0324510985519737,-0.003391219324839767,0.006890533768455498,0.00472271125545376,0.007646467616723385,-0.002006409917783003,0.020991570316255093,0.6664663461538463,0.6666666666666669,0.999700956937799,1.0,64,0.6666666666666669,0.6666666666666669,1.0,1.0,64,0.6666666666666669,0.6666666666666669,1.0,1.0,64,0.6666666666666669,0.6666666666666669,1.0,0.999700956937799,64,1.0,True,1.0,True,0.6588914763621794,0.09684094719705172,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.6588914763621794,0.09684094719705172,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,True,0.6588757011217947,0.09684240759816021,0.9615384615384616,0.9615384615384616,0.9615384615384616,True,True,1600,1664,0.9615384615384616,1.0,1.0,True,True,True
