seed,step_width,speed,period,gait,command_df,compliant,any_failure,command_gate_pass,topology_fraction,topology_gate_pass,energy_valid,positive_mechanical_cot,absolute_mechanical_cot,achieved_df,df_max_abs_error,achieved_stance_width,stance_width_abs_error,stance_foot_lateral_mae,all_phase_foot_lateral_mae,forward_speed,speed_abs_error,lateral_rmse,max_lateral_deviation,heading_rmse_rad,max_abs_heading_rad,world_lateral_velocity_rmse,body_yaw_rate_rmse,stance_recall_min,swing_recall_min,nominal_failure,df_FL,stance_samples_FL,stance_y_FL,stance_recall_FL,swing_recall_FL,df_FR,stance_samples_FR,stance_y_FR,stance_recall_FR,swing_recall_FR,df_RL,stance_samples_RL,stance_y_RL,stance_recall_RL,swing_recall_RL,df_RR,stance_samples_RR,stance_y_RR,stance_recall_RR,swing_recall_RR,cycle_rms,periodic_orbit_gate_pass,energy_trial_valid,out_of_training_support
1530000,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.228783715420315,0.48616613949834725,0.5555555555555556,0.11111111111111116,0.050003062054571334,3.062054571331685e-06,0.0036142508734977154,0.004686797111450384,0.26156769175496364,0.011567691754963638,0.014459575058904214,0.021091461181640625,0.03986904220462738,0.0498615987598896,0.010364928718035476,0.0970427963996964,1.0,0.7777777777777778,0,0.5,36,0.02872291828195254,1.0,1.0,0.5555555555555556,40,-0.02841706732288003,1.0,0.8888888888888888,0.5555555555555556,40,0.02161590540781617,1.0,0.8888888888888888,0.6111111111111112,44,-0.021250233096493917,1.0,0.7777777777777778,0.0069017837570023825,1,0,0
1530001,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.229009849435094,0.4864994657159316,0.5555555555555556,0.11111111111111116,0.050036664776306486,3.666477630648313e-05,0.0036259036291757542,0.004699324172300597,0.26145141219927204,0.011451412199272037,0.006801675339657607,0.012635231018066406,0.039541991676458936,0.04964778944849968,0.010353357663077475,0.09696418691342669,1.0,0.7777777777777778,0,0.5,36,0.028737234106908243,1.0,1.0,0.5555555555555556,40,-0.028463356802240013,1.0,0.8888888888888888,0.5555555555555556,40,0.021603114437311888,1.0,0.8888888888888888,0.6111111111111112,44,-0.02126962420615283,1.0,0.7777777777777778,0.006322070858447898,1,0,0
1530002,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.22872377912916134,0.48507050736085144,0.5555555555555556,0.11111111111111116,0.05002457171683247,2.4571716832469392e-05,0.0036587077265163187,0.004686489671520475,0.26160202196074855,0.011602021960748554,0.022425947191689957,0.029659012332558632,0.043697293643245,0.05190129205584526,0.011268538170184235,0.09699574493910099,1.0,0.7777777777777778,0,0.5,36,0.02863629074353311,1.0,1.0,0.5555555555555556,40,-0.02860838957130909,1.0,0.8888888888888888,0.5555555555555556,40,0.021706452453508975,1.0,0.8888888888888888,0.6111111111111112,44,-0.021098010665313763,1.0,0.7777777777777778,0.008977598852466177,1,0,0
1530003,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.22836993762735952,0.4846561574599517,0.5555555555555556,0.11111111111111116,0.04999998693326206,1.3066737941658246e-08,0.0036283737919152233,0.004672879769673777,0.26161146805518204,0.01161146805518204,0.02636605779636722,0.03342723846435547,0.041710695088189136,0.050841934978961945,0.010865417192584647,0.09698289239000475,1.0,0.7777777777777778,0,0.5,36,0.0286662505629162,1.0,1.0,0.5555555555555556,40,-0.028493880433961748,1.0,0.8888888888888888,0.5555555555555556,40,0.021685862680897117,1.0,0.8888888888888888,0.6111111111111112,44,-0.021153980188749054,1.0,0.7777777777777778,0.008153685762363628,1,0,0
1530004,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.2285337474876169,0.4845002708700099,0.5555555555555556,0.11111111111111116,0.050040465347101964,4.04653471019617e-05,0.0036562315984911315,0.004687381671586385,0.2616594024002552,0.011659402400255203,0.013013576816793944,0.019807815551757812,0.04282215055297411,0.051405299454927444,0.011072217284391679,0.09694356620750055,1.0,0.7777777777777778,0,0.5,36,0.028648983376721542,1.0,1.0,0.5555555555555556,40,-0.028604843048378827,1.0,0.8888888888888888,0.5555555555555556,40,0.02171455379575491,1.0,0.8888888888888888,0.6111111111111112,44,-0.02111255047334866,1.0,0.7777777777777778,0.008806337323086062,1,0,0
1530005,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.22848307461129636,0.482632725984697,0.5555555555555556,0.11111111111111116,0.0500727778420586,7.27778420585995e-05,0.003639742496324647,0.004676424228172335,0.2617729179975059,0.011772917997505905,0.01298909790840499,0.019659042358398438,0.04205018390912428,0.050943948328495026,0.010895170572694016,0.09693290889366603,1.0,0.7777777777777778,0,0.5,36,0.028689733395973843,1.0,1.0,0.5555555555555556,40,-0.02856139219366014,1.0,0.8888888888888888,0.5555555555555556,40,0.021738833468407392,1.0,0.8888888888888888,0.6111111111111112,44,-0.021155596626075832,1.0,0.7777777777777778,0.01053256708841914,1,0,0
1530006,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.22869982066652667,0.48571496871936504,0.5555555555555556,0.11111111111111116,0.050027572180407896,2.75721804078935e-05,0.003647340274335948,0.004682161731438504,0.26142620171109837,0.011426201711098372,0.013536714909426465,0.020236968994140625,0.04227683933517224,0.051095347851514816,0.010905030600447877,0.09707954738028889,1.0,0.7777777777777778,0,0.5,36,0.028686857885784574,1.0,1.0,0.5555555555555556,40,-0.028538521146401763,1.0,0.8888888888888888,0.5555555555555556,40,0.021689688600599766,1.0,0.8888888888888888,0.6111111111111112,44,-0.021140076728029686,1.0,0.7777777777777778,0.0071795861690753665,1,0,0
1530007,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.2277145024213844,0.4836230577629337,0.5555555555555556,0.11111111111111116,0.05005054278957723,5.054278957723063e-05,0.0036234701102166767,0.004691818527256449,0.26181220076978207,0.011812200769782066,0.020941428114924162,0.02778087742626667,0.039519737754384096,0.049594949930906296,0.010384872080011357,0.09691749489689898,1.0,0.7777777777777778,0,0.5,36,0.028739420955793724,1.0,1.0,0.5555555555555556,40,-0.028466114588081837,1.0,0.8888888888888888,0.5555555555555556,40,0.02163924230262637,1.0,0.8888888888888888,0.6111111111111112,44,-0.021256307732652534,1.0,0.7777777777777778,0.0061242067176383586,1,0,0
1530008,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.2259324208181148,0.4848194278149456,0.5520833333333334,0.11111111111111116,0.05015185026588713,0.0001518502658871268,0.0035187422790149948,0.004777069259176238,0.2610970466501183,0.011097046650118292,0.05855072024812883,0.06566429138183594,0.03632864125123457,0.047682031989097595,0.01061637243218676,0.09502997909969506,1.0,0.7777777777777778,0,0.5,36,0.02855640882626176,1.0,1.0,0.5555555555555556,40,-0.028549118246883155,1.0,0.8888888888888888,0.5416666666666666,39,0.021597895914545424,1.0,0.9166666666666666,0.6111111111111112,44,-0.02160027754408392,1.0,0.7777777777777778,0.04581391604703841,0,0,0
1530009,0.05,0.25,0.36,trot,0.5,0,0,0,0.0,0,1,0.22882300383786772,0.48541188253773393,0.5555555555555556,0.11111111111111116,0.05000088575996948,8.857599694753193e-07,0.0036295657932071596,0.0046973022684041,0.26149690213302773,0.011496902133027731,0.0128666122896027,0.019540786743164062,0.04020838173006294,0.05002272129058838,0.010522510411883254,0.0970472284528563,1.0,0.7777777777777778,0,0.5,36,0.02870429472790824,1.0,1.0,0.5555555555555556,40,-0.02846679612994194,1.0,0.8888888888888888,0.5555555555555556,40,0.0216101277153939,1.0,0.8888888888888888,0.6111111111111112,44,-0.021220552946694872,1.0,0.7777777777777778,0.00696286106272726,1,0,0
