gait,speed,period,step_width,command_df,trials,energy_valid_rate,energy_condition_valid,positive_mechanical_cot_median,positive_mechanical_cot_median_all,periodic_rate,compliance_rate
walk,0.25,0.54,0.3,0.75,32,0.0,0,,0.4308466359809436,1.0,0.0
walk,0.25,0.54,0.3,0.8,32,0.0,0,,0.4747895602111183,1.0,0.0
walk,0.25,0.54,0.3,0.85,32,0.875,0,,0.5016875117945011,1.0,0.875
walk,0.25,0.54,0.3,0.9,32,0.0,0,,0.5203566203384092,1.0,0.0
walk,0.25,0.54,0.4,0.75,32,0.0,0,,0.462717066742383,1.0,0.0
walk,0.25,0.54,0.4,0.8,32,0.0,0,,0.49439933202913966,1.0,0.0
walk,0.25,0.54,0.4,0.85,32,1.0,1,0.5206923248748714,0.5206923248748714,1.0,1.0
walk,0.25,0.54,0.4,0.9,32,1.0,1,0.537936136552073,0.537936136552073,1.0,1.0
walk,0.25,0.54,0.5,0.75,32,0.0,0,,0.4961165923334546,1.0,0.0
walk,0.25,0.54,0.5,0.8,32,0.0,0,,0.5144358070683759,1.0,0.0
walk,0.25,0.54,0.5,0.85,32,1.0,1,0.5420009359193624,0.5420009359193624,1.0,1.0
walk,0.25,0.54,0.5,0.9,32,0.0,0,,0.5566465586968893,1.0,0.0
walk,0.3,0.4,0.1,0.75,32,0.0,0,,0.4496502626238486,1.0,0.0
walk,0.3,0.4,0.1,0.8,32,0.0,0,,0.44533584359389067,1.0,0.0
walk,0.3,0.4,0.1,0.85,32,1.0,1,0.4302137504055866,0.4302137504055866,1.0,1.0
walk,0.3,0.4,0.1,0.9,32,0.0,0,,0.44469613225337373,1.0,0.0
walk,0.3,0.4,0.2,0.75,32,0.0,0,,0.44608453519969027,1.0,0.0
walk,0.3,0.4,0.2,0.8,32,0.0,0,,0.4731372312983896,1.0,0.0
walk,0.3,0.4,0.2,0.85,32,1.0,1,0.4639256566425582,0.4639256566425582,1.0,1.0
walk,0.3,0.4,0.2,0.9,32,0.0,0,,0.48099376713672104,1.0,0.0
walk,0.3,0.4,0.3,0.75,32,0.0,0,,0.4602072322044829,1.0,0.0
walk,0.3,0.4,0.3,0.8,32,0.0,0,,0.49845673130995627,1.0,0.0
walk,0.3,0.4,0.3,0.85,32,0.0,0,,0.5046451487183312,1.0,0.0
walk,0.3,0.4,0.3,0.9,32,0.0,0,,0.5220678107584487,1.0,0.0
walk,0.3,0.4,0.4,0.75,32,0.0,0,,0.4908780197538021,1.0,0.0
walk,0.3,0.4,0.4,0.8,32,0.0,0,,0.5097352906375512,1.0,0.0
walk,0.3,0.4,0.4,0.85,32,1.0,1,0.5424440410284932,0.5424440410284932,1.0,1.0
walk,0.3,0.4,0.4,0.9,32,0.0,0,,0.5534003281013732,1.0,0.0
walk,0.3,0.4,0.5,0.75,32,0.0,0,,0.5058480449120026,1.0,0.0
walk,0.3,0.4,0.5,0.8,32,0.0,0,,0.5322316143962023,1.0,0.0
walk,0.3,0.4,0.5,0.85,32,1.0,1,0.5835297494577378,0.5835297494577378,1.0,1.0
walk,0.3,0.4,0.5,0.9,32,0.0,0,,0.5673636755150788,1.0,0.0
walk,0.3,0.48,0.1,0.75,32,0.0,0,,0.3747007789227104,1.0,0.0
walk,0.3,0.48,0.1,0.8,32,1.0,1,0.4246773760160209,0.4246773760160209,1.0,1.0
walk,0.3,0.48,0.1,0.85,32,1.0,1,0.4581828827221621,0.4581828827221621,1.0,1.0
walk,0.3,0.48,0.1,0.9,32,0.0,0,,0.438485347174536,1.0,0.0
walk,0.3,0.48,0.2,0.75,32,0.0,0,,0.39825625903027695,1.0,0.0
walk,0.3,0.48,0.2,0.8,32,1.0,1,0.44200167400110124,0.44200167400110124,1.0,1.0
walk,0.3,0.48,0.2,0.85,32,1.0,1,0.45754870554717786,0.45754870554717786,1.0,1.0
walk,0.3,0.48,0.2,0.9,32,0.0,0,,0.44921726227663633,1.0,0.0
walk,0.3,0.48,0.3,0.75,32,0.0,0,,0.4239170538911108,1.0,0.0
walk,0.3,0.48,0.3,0.8,32,1.0,1,0.46345949622004096,0.46345949622004096,1.0,1.0
walk,0.3,0.48,0.3,0.85,32,1.0,1,0.49267398020279485,0.49267398020279485,1.0,1.0
walk,0.3,0.48,0.3,0.9,32,0.0,0,,0.47335478800588915,1.0,0.0
walk,0.3,0.48,0.4,0.75,32,0.0,0,,0.46107163878451185,1.0,0.0
walk,0.3,0.48,0.4,0.8,32,1.0,1,0.4918356113841367,0.4918356113841367,1.0,1.0
walk,0.3,0.48,0.4,0.85,32,1.0,1,0.5282473271169106,0.5282473271169106,1.0,1.0
walk,0.3,0.48,0.4,0.9,32,0.0,0,,0.5017447615345567,1.0,0.0
walk,0.3,0.48,0.5,0.75,32,0.0,0,,0.479574895440013,1.0,0.0
walk,0.3,0.48,0.5,0.8,32,1.0,1,0.504301872288613,0.504301872288613,1.0,1.0
walk,0.3,0.48,0.5,0.85,32,1.0,1,0.5499421836566551,0.5499421836566551,1.0,1.0
walk,0.3,0.48,0.5,0.9,32,0.0,0,,0.5196053099390985,1.0,0.0
walk,0.3,0.54,0.1,0.75,32,0.0,0,,0.37415716505643043,1.0,0.0
walk,0.3,0.54,0.1,0.8,32,0.0,0,,0.4222183817654813,1.0,0.0
walk,0.3,0.54,0.1,0.85,32,1.0,1,0.44012959537554297,0.44012959537554297,1.0,1.0
walk,0.3,0.54,0.1,0.9,32,0.0,0,,0.45903542768823224,1.0,0.0
walk,0.3,0.54,0.2,0.75,32,0.0,0,,0.3847331802352991,1.0,0.0
walk,0.3,0.54,0.2,0.8,32,0.0,0,,0.43272309211061255,1.0,0.0
walk,0.3,0.54,0.2,0.85,32,1.0,1,0.449891371969931,0.449891371969931,1.0,1.0
walk,0.3,0.54,0.2,0.9,32,0.375,0,,0.464533081993158,0.375,1.0
walk,0.3,0.54,0.3,0.75,32,0.0,0,,0.40363935273040863,1.0,0.0
walk,0.3,0.54,0.3,0.8,32,0.0,0,,0.4457946013003557,1.0,0.0
walk,0.3,0.54,0.3,0.85,32,1.0,1,0.47053650875124464,0.47053650875124464,1.0,1.0
walk,0.3,0.54,0.3,0.9,32,1.0,1,0.48427052489792954,0.48427052489792954,1.0,1.0
walk,0.3,0.54,0.4,0.75,32,0.0,0,,0.43950764615354354,1.0,0.0
walk,0.3,0.54,0.4,0.8,32,0.0,0,,0.4623306785036765,1.0,0.0
walk,0.3,0.54,0.4,0.85,32,1.0,1,0.4961299718278698,0.4961299718278698,1.0,1.0
walk,0.3,0.54,0.4,0.9,32,0.0,0,,0.5084732271317409,1.0,0.0
walk,0.3,0.54,0.5,0.75,32,0.0,0,,0.4600665867305901,1.0,0.0
walk,0.3,0.54,0.5,0.8,32,0.0,0,,0.484370113420872,1.0,0.0
walk,0.3,0.54,0.5,0.85,32,1.0,1,0.5194742762750847,0.5194742762750847,1.0,1.0
walk,0.3,0.54,0.5,0.9,32,0.0,0,,0.5235536967046979,1.0,0.0
walk,0.35,0.4,0.1,0.75,32,0.0,0,,0.4188829042594637,1.0,0.0
walk,0.35,0.4,0.1,0.8,32,0.0,0,,0.4211623531592701,1.0,0.0
walk,0.35,0.4,0.1,0.85,32,1.0,1,0.4278754651053496,0.4278754651053496,1.0,1.0
walk,0.35,0.4,0.1,0.9,32,0.0,0,,0.437718834706858,1.0,0.0
walk,0.35,0.4,0.2,0.75,32,0.0,0,,0.4249251988337179,1.0,0.0
walk,0.35,0.4,0.2,0.8,32,0.0,0,,0.4508212792574915,1.0,0.0
walk,0.35,0.4,0.2,0.85,32,1.0,1,0.45633940176852145,0.45633940176852145,1.0,1.0
walk,0.35,0.4,0.2,0.9,32,0.0,0,,0.46956509838185245,1.0,0.0
walk,0.35,0.4,0.3,0.75,32,0.0,0,,0.44512149225401304,1.0,0.0
walk,0.35,0.4,0.3,0.8,32,0.0,0,,0.47088831188453173,1.0,0.0
walk,0.35,0.4,0.3,0.85,32,1.0,1,0.48546298845092556,0.48546298845092556,1.0,1.0
walk,0.35,0.4,0.3,0.9,32,0.0,0,,0.5003209889909106,1.0,0.0
walk,0.35,0.4,0.4,0.75,32,0.0,0,,0.46884254800357916,1.0,0.0
walk,0.35,0.4,0.4,0.8,32,0.0,0,,0.4906011921824421,1.0,0.0
walk,0.35,0.4,0.4,0.85,32,1.0,1,0.5071399354164461,0.5071399354164461,1.0,1.0
walk,0.35,0.4,0.4,0.9,32,0.0,0,,0.5333557128510106,1.0,0.0
walk,0.35,0.4,0.5,0.75,32,0.0,0,,0.47532908899192416,1.0,0.0
walk,0.35,0.4,0.5,0.8,32,0.0,0,,0.5131009057694575,1.0,0.0
walk,0.35,0.4,0.5,0.85,32,0.0,0,,0.5316101231079647,0.96875,0.0
walk,0.35,0.4,0.5,0.9,32,0.0,0,,0.5434703166725919,1.0,0.0
walk,0.35,0.48,0.1,0.75,32,0.0,0,,0.3758744964541392,1.0,0.0
walk,0.35,0.48,0.1,0.8,32,1.0,1,0.41551397568564874,0.41551397568564874,1.0,1.0
walk,0.35,0.48,0.1,0.85,32,0.90625,1,0.44320302785684285,0.4430210732841596,1.0,0.90625
walk,0.35,0.48,0.1,0.9,32,0.0,0,,0.4313831855360446,1.0,0.0
walk,0.35,0.48,0.2,0.75,32,0.0,0,,0.3828285333162752,1.0,0.0
walk,0.35,0.48,0.2,0.8,32,1.0,1,0.4282358677645951,0.4282358677645951,1.0,1.0
walk,0.35,0.48,0.2,0.85,32,1.0,1,0.4531116847093588,0.4531116847093588,1.0,1.0
walk,0.35,0.48,0.2,0.9,32,0.0,0,,0.44608538880288123,1.0,0.0
walk,0.35,0.48,0.3,0.75,32,0.0,0,,0.4073748546391345,1.0,0.0
walk,0.35,0.48,0.3,0.8,32,1.0,1,0.45041768832398316,0.45041768832398316,1.0,1.0
walk,0.35,0.48,0.3,0.85,32,1.0,1,0.47656980324685944,0.47656980324685944,1.0,1.0
walk,0.35,0.48,0.3,0.9,32,0.0,0,,0.4679889614421533,1.0,0.0
walk,0.35,0.48,0.4,0.75,32,0.0,0,,0.4371205769011396,1.0,0.0
walk,0.35,0.48,0.4,0.8,32,1.0,1,0.4766723851226543,0.4766723851226543,1.0,1.0
walk,0.35,0.48,0.4,0.85,32,1.0,1,0.507423534265127,0.507423534265127,1.0,1.0
walk,0.35,0.48,0.4,0.9,32,0.0,0,,0.48800675063174465,1.0,0.0
walk,0.35,0.48,0.5,0.75,32,0.0,0,,0.4491086168316011,1.0,0.0
walk,0.35,0.48,0.5,0.8,32,1.0,1,0.48335519536148225,0.48335519536148225,1.0,1.0
walk,0.35,0.48,0.5,0.85,32,0.6875,0,,0.5212062571694659,1.0,0.6875
walk,0.35,0.48,0.5,0.9,32,0.0,0,,0.5035508132450357,1.0,0.0
walk,0.35,0.54,0.1,0.75,32,0.0,0,,0.3756655459770033,1.0,0.0
walk,0.35,0.54,0.1,0.8,32,1.0,1,0.41439035078053843,0.41439035078053843,1.0,1.0
walk,0.35,0.54,0.1,0.85,32,1.0,1,0.4266490030866249,0.4266490030866249,1.0,1.0
walk,0.35,0.54,0.1,0.9,32,0.0,0,,0.4524073704349564,1.0,0.0
walk,0.35,0.54,0.2,0.75,32,0.0,0,,0.38950803892438646,1.0,0.0
walk,0.35,0.54,0.2,0.8,32,0.0,0,,0.41948960228322385,1.0,0.0
walk,0.35,0.54,0.2,0.85,32,1.0,1,0.43757804200553235,0.43757804200553235,1.0,1.0
walk,0.35,0.54,0.2,0.9,32,0.625,0,,0.45604564587794644,0.84375,0.78125
walk,0.35,0.54,0.3,0.75,32,0.0,0,,0.4004809682652581,1.0,0.0
walk,0.35,0.54,0.3,0.8,32,0.0,0,,0.43077426884232384,1.0,0.0
walk,0.35,0.54,0.3,0.85,32,1.0,1,0.4520226129589877,0.4520226129589877,1.0,1.0
walk,0.35,0.54,0.3,0.9,32,1.0,1,0.4712526102157563,0.4712526102157563,1.0,1.0
walk,0.35,0.54,0.4,0.75,32,0.0,0,,0.4167344637645617,1.0,0.0
walk,0.35,0.54,0.4,0.8,32,0.0,0,,0.4434249282585314,1.0,0.0
walk,0.35,0.54,0.4,0.85,32,1.0,1,0.47899761963302073,0.47899761963302073,1.0,1.0
walk,0.35,0.54,0.4,0.9,32,0.0,0,,0.48345331763863286,1.0,0.0
walk,0.35,0.54,0.5,0.75,32,0.0,0,,0.4389746606384729,1.0,0.0
walk,0.35,0.54,0.5,0.8,32,0.0,0,,0.4642253800156015,1.0,0.0
walk,0.35,0.54,0.5,0.85,32,1.0,1,0.49357327303962023,0.49357327303962023,1.0,1.0
walk,0.35,0.54,0.5,0.9,32,0.0,0,,0.5038397358203952,1.0,0.0
walk,0.4,0.4,0.1,0.75,32,0.0,0,,0.39949927401878527,1.0,0.0
walk,0.4,0.4,0.1,0.8,32,0.0,0,,0.4055583742720572,1.0,0.0
walk,0.4,0.4,0.1,0.85,32,0.0,0,,0.4206848678499501,0.0,0.0
walk,0.4,0.4,0.1,0.9,32,0.0,0,,0.44010546360894726,1.0,0.0
walk,0.4,0.4,0.2,0.75,32,0.0,0,,0.39872699786962623,1.0,0.0
walk,0.4,0.4,0.2,0.8,32,0.0,0,,0.420617844947947,1.0,0.0
walk,0.4,0.4,0.2,0.85,32,1.0,1,0.44467299377138625,0.44467299377138625,1.0,1.0
walk,0.4,0.4,0.2,0.9,32,0.0,0,,0.46340392812424924,1.0,0.0
walk,0.4,0.4,0.3,0.75,32,0.0,0,,0.430244462847377,1.0,0.0
walk,0.4,0.4,0.3,0.8,32,0.0,0,,0.4495755723695758,1.0,0.0
walk,0.4,0.4,0.3,0.85,32,1.0,1,0.4729669848544742,0.4729669848544742,1.0,1.0
walk,0.4,0.4,0.3,0.9,32,0.0,0,,0.4872460220990722,1.0,0.0
walk,0.4,0.4,0.4,0.75,32,0.0,0,,0.4517653808104797,1.0,0.0
walk,0.4,0.4,0.4,0.8,32,0.0,0,,0.47291342032041617,1.0,0.0
walk,0.4,0.4,0.4,0.85,32,0.0,0,,0.49485364129222015,1.0,0.0
walk,0.4,0.4,0.4,0.9,32,0.0,0,,0.5147052690046299,1.0,0.0
walk,0.4,0.4,0.5,0.75,32,0.0,0,,0.4629130619244149,1.0,0.0
walk,0.4,0.4,0.5,0.8,32,0.0,0,,0.49090285743834916,1.0,0.0
walk,0.4,0.4,0.5,0.85,32,0.0,0,,0.5138771091514216,1.0,0.0
walk,0.4,0.4,0.5,0.9,32,0.0,0,,0.5231717179861954,1.0,0.0
walk,0.4,0.48,0.1,0.75,32,0.0,0,,0.3688223378217499,1.0,0.0
walk,0.4,0.48,0.1,0.8,32,1.0,1,0.41841560231226477,0.41841560231226477,1.0,1.0
walk,0.4,0.48,0.1,0.85,32,0.0,0,,0.4371172432866739,1.0,0.0
walk,0.4,0.48,0.1,0.9,32,0.0,0,,0.4306486716768757,1.0,0.0
walk,0.4,0.48,0.2,0.75,32,0.0,0,,0.3793322928273236,1.0,0.0
walk,0.4,0.48,0.2,0.8,32,1.0,1,0.4244903768334881,0.4244903768334881,1.0,1.0
walk,0.4,0.48,0.2,0.85,32,1.0,1,0.4517945411968408,0.4517945411968408,1.0,1.0
walk,0.4,0.48,0.2,0.9,32,0.0,0,,0.44484716231748056,1.0,0.0
walk,0.4,0.48,0.3,0.75,32,0.0,0,,0.39929390424648803,1.0,0.0
walk,0.4,0.48,0.3,0.8,32,1.0,1,0.44410737014469587,0.44410737014469587,1.0,1.0
walk,0.4,0.48,0.3,0.85,32,1.0,1,0.4697682606626642,0.4697682606626642,1.0,1.0
walk,0.4,0.48,0.3,0.9,32,0.0,0,,0.46069789769461333,1.0,0.0
walk,0.4,0.48,0.4,0.75,32,0.0,0,,0.41743016042321524,1.0,0.0
walk,0.4,0.48,0.4,0.8,32,1.0,1,0.46167918250575185,0.46167918250575185,1.0,1.0
walk,0.4,0.48,0.4,0.85,32,1.0,1,0.48962890789094254,0.48962890789094254,1.0,1.0
walk,0.4,0.48,0.4,0.9,32,0.0,0,,0.48174676488175017,1.0,0.0
walk,0.4,0.48,0.5,0.75,32,0.0,0,,0.4337945540099477,1.0,0.0
walk,0.4,0.48,0.5,0.8,32,1.0,1,0.4693949395702324,0.4693949395702324,1.0,1.0
walk,0.4,0.48,0.5,0.85,32,0.0,0,,0.5001303663446445,1.0,0.0
walk,0.4,0.48,0.5,0.9,32,0.0,0,,0.49162072620948416,1.0,0.0
walk,0.4,0.54,0.1,0.75,32,0.0,0,,0.3702196374841318,1.0,0.0
walk,0.4,0.54,0.1,0.8,32,1.0,1,0.41347892853464735,0.41347892853464735,1.0,1.0
walk,0.4,0.54,0.1,0.85,32,1.0,1,0.42366883969565877,0.42366883969565877,1.0,1.0
walk,0.4,0.54,0.1,0.9,32,0.0,0,,0.45294914509625295,1.0,0.0
walk,0.4,0.54,0.2,0.75,32,0.0,0,,0.3825395891790532,1.0,0.0
walk,0.4,0.54,0.2,0.8,32,0.0,0,,0.41915400243164547,1.0,0.0
walk,0.4,0.54,0.2,0.85,32,1.0,1,0.4344105230512828,0.4344105230512828,1.0,1.0
walk,0.4,0.54,0.2,0.9,32,0.0,0,,0.4526607630173445,1.0,0.0
walk,0.4,0.54,0.3,0.75,32,0.0,0,,0.3941765730660917,1.0,0.0
walk,0.4,0.54,0.3,0.8,32,0.0,0,,0.42321718917492124,1.0,0.0
walk,0.4,0.54,0.3,0.85,32,1.0,1,0.4490380092787242,0.4490380092787242,1.0,1.0
walk,0.4,0.54,0.3,0.9,32,0.0,0,,0.4715231839660806,1.0,0.0
walk,0.4,0.54,0.4,0.75,32,0.0,0,,0.40778580947994564,1.0,0.0
walk,0.4,0.54,0.4,0.8,32,0.0,0,,0.43197543575921926,1.0,0.0
walk,0.4,0.54,0.4,0.85,32,1.0,1,0.4654977131920471,0.4654977131920471,1.0,1.0
walk,0.4,0.54,0.4,0.9,32,0.0,0,,0.4813552774504025,1.0,0.0
walk,0.4,0.54,0.5,0.75,32,0.0,0,,0.42575247666352767,1.0,0.0
walk,0.4,0.54,0.5,0.8,32,0.0,0,,0.45414646334833964,1.0,0.0
walk,0.4,0.54,0.5,0.85,32,1.0,1,0.47940112828956244,0.47940112828956244,1.0,1.0
walk,0.4,0.54,0.5,0.9,32,0.0,0,,0.48961915386788635,1.0,0.0
