achieved_width_m,command_df,condition,end_time_s,failure,gait,lateral_rmse_m,mean_forward_speed,peak_push_force_n,period,policy,push_envelope_at_end,push_impulse_ns,seed,speed,stance_fraction,step_width,success,timeout,travel_m
0.11474181711673737,0.5,nominal,13.0,0,trot,0.09467104077339172,0.30793440341949463,,0.36,base,,,10058,0.30,0.5303379416282642,0.1,1,0,4.001173496246338
0.11472757905721664,0.5,nominal,13.0,0,trot,0.07935409992933273,0.30790477991104126,,0.36,base,,,10059,0.30,0.5303379416282642,0.1,1,0,4.000589847564697
0.11472831666469574,0.5,nominal,13.0,0,trot,0.08278705924749374,0.3081989288330078,,0.36,base,,,10060,0.30,0.5307219662058372,0.1,1,0,4.00469446182251
0.11468972265720367,0.5,nominal,13.0,0,trot,0.08918172121047974,0.30811649560928345,,0.36,base,,,10061,0.30,0.5303379416282642,0.1,1,0,4.003408908843994
0.11465580761432648,0.5,nominal,12.98,0,trot,0.08529268205165863,0.30849507451057434,,0.36,base,,,10062,0.30,0.5307692307692308,0.1,1,0,4.002222537994385
0.1147482767701149,0.5,nominal,13.0,0,trot,0.09380137175321579,0.3079271912574768,,0.36,base,,,10063,0.30,0.5303379416282642,0.1,1,0,4.000895023345947
0.11508854478597641,0.625,nominal,12.8,0,trot,0.04997807368636131,0.3129550516605377,,0.36,base,,,10000,0.30,0.6641965678627145,0.1,1,0,4.00560998916626
0.11504977941513062,0.625,nominal,12.780000000000001,0,trot,0.046577680855989456,0.31309303641319275,,0.36,base,,,10001,0.30,0.663671875,0.1,1,0,4.000776767730713
0.11506452411413193,0.625,nominal,12.780000000000001,0,trot,0.052833810448646545,0.313050776720047,,0.36,base,,,10002,0.30,0.663671875,0.1,1,0,4.0005669593811035
0.11505861580371857,0.625,nominal,12.780000000000001,0,trot,0.044979408383369446,0.31306105852127075,,0.36,base,,,10003,0.30,0.663671875,0.1,1,0,4.000818729400635
0.11502258479595184,0.625,nominal,12.780000000000001,0,trot,0.052183039486408234,0.31322911381721497,,0.36,base,,,10004,0.30,0.663671875,0.1,1,0,4.002722263336182
0.11513792723417282,0.625,nominal,12.8,0,trot,0.05337090790271759,0.31269365549087524,,0.36,base,,,10005,0.30,0.6641965678627145,0.1,1,0,4.002462863922119
0.11514979600906372,0.625,nominal,12.8,0,trot,0.04708267003297806,0.3126506805419922,,0.36,base,,,10006,0.30,0.6641965678627145,0.1,1,0,4.001478672027588
0.11502675712108612,0.625,nominal,12.780000000000001,0,trot,0.05623127147555351,0.313193142414093,,0.36,base,,,10007,0.30,0.663671875,0.1,1,0,4.0023369789123535
0.11505493521690369,0.625,nominal,12.8,0,trot,0.049969691783189774,0.31298843026161194,,0.36,base,,,10008,0.30,0.6641965678627145,0.1,1,0,4.005697727203369
0.11507666856050491,0.625,nominal,12.8,0,trot,0.04801931604743004,0.3129185736179352,,0.36,base,,,10009,0.30,0.6641965678627145,0.1,1,0,4.005110263824463
0.11514848470687866,0.625,nominal,12.8,0,trot,0.05873659998178482,0.31262069940567017,,0.36,base,,,10010,0.30,0.6641965678627145,0.1,1,0,4.001043796539307
0.1150834783911705,0.625,nominal,12.8,0,trot,0.043204519897699356,0.31292498111724854,,0.36,base,,,10011,0.30,0.6641965678627145,0.1,1,0,4.004984378814697
0.11515827476978302,0.625,nominal,12.8,0,trot,0.05579722672700882,0.3125663101673126,,0.36,base,,,10012,0.30,0.6641965678627145,0.1,1,0,4.000551700592041
0.11508740484714508,0.625,nominal,12.8,0,trot,0.04792584106326103,0.31282445788383484,,0.36,base,,,10013,0.30,0.6641965678627145,0.1,1,0,4.003683567047119
0.11514674872159958,0.625,nominal,12.8,0,trot,0.044623952358961105,0.31264206767082214,,0.36,base,,,10014,0.30,0.6641965678627145,0.1,1,0,4.001558780670166
0.11508265882730484,0.625,nominal,12.8,0,trot,0.05246724933385849,0.3128742277622223,,0.36,base,,,10015,0.30,0.6641965678627145,0.1,1,0,4.004431247711182
0.11515439301729202,0.625,nominal,12.8,0,trot,0.0524250753223896,0.31256940960884094,,0.36,base,,,10016,0.30,0.6641965678627145,0.1,1,0,4.000378131866455
0.11505760997533798,0.625,nominal,12.8,0,trot,0.05266129970550537,0.31296125054359436,,0.36,base,,,10017,0.30,0.6641965678627145,0.1,1,0,4.005411624908447
0.11508677154779434,0.625,nominal,12.8,0,trot,0.052772823721170425,0.3128517270088196,,0.36,base,,,10018,0.30,0.6641965678627145,0.1,1,0,4.0040669441223145
0.11504838615655899,0.625,nominal,12.8,0,trot,0.04799399897456169,0.3130035996437073,,0.36,base,,,10019,0.30,0.6641965678627145,0.1,1,0,4.005947589874268
0.11515652388334274,0.625,nominal,12.8,0,trot,0.04281149059534073,0.312550812959671,,0.36,base,,,10020,0.30,0.6641965678627145,0.1,1,0,4.0001912117004395
0.11513487994670868,0.625,nominal,12.8,0,trot,0.05437460541725159,0.3126049339771271,,0.36,base,,,10021,0.30,0.6641965678627145,0.1,1,0,4.000879764556885
0.11504846811294556,0.625,nominal,12.780000000000001,0,trot,0.04443175345659256,0.3130364418029785,,0.36,base,,,10022,0.30,0.663671875,0.1,1,0,4.000162601470947
0.11505814641714096,0.625,nominal,12.8,0,trot,0.04443228244781494,0.3129817545413971,,0.36,base,,,10023,0.30,0.6641965678627145,0.1,1,0,4.005720615386963
0.11517409980297089,0.625,nominal,12.82,0,trot,0.049408625811338425,0.3124423027038574,,0.36,base,,,10024,0.30,0.6647196261682243,0.1,1,0,4.005101680755615
0.11505599319934845,0.625,nominal,12.8,0,trot,0.040643591433763504,0.31292739510536194,,0.36,base,,,10025,0.30,0.6641965678627145,0.1,1,0,4.0050740242004395
0.11500875651836395,0.625,nominal,12.780000000000001,0,trot,0.055863942950963974,0.31315746903419495,,0.36,base,,,10026,0.30,0.663671875,0.1,1,0,4.001739978790283
0.11513351649045944,0.625,nominal,12.8,0,trot,0.05778883397579193,0.3126492500305176,,0.36,base,,,10027,0.30,0.6641965678627145,0.1,1,0,4.001561641693115
0.11513899266719818,0.625,nominal,12.8,0,trot,0.04467932507395744,0.31263577938079834,,0.36,base,,,10028,0.30,0.6641965678627145,0.1,1,0,4.001307010650635
0.11517150700092316,0.625,nominal,12.82,0,trot,0.04237356409430504,0.31246694922447205,,0.36,base,,,10029,0.30,0.6647196261682243,0.1,1,0,4.005430698394775
0.11513318121433258,0.625,nominal,12.8,0,trot,0.05320102348923683,0.31265023350715637,,0.36,base,,,10030,0.30,0.6641965678627145,0.1,1,0,4.001668453216553
0.11518248170614243,0.625,nominal,12.82,0,trot,0.05104849115014076,0.31241875886917114,,0.36,base,,,10031,0.30,0.6647196261682243,0.1,1,0,4.004851818084717
0.11500056087970734,0.625,nominal,12.780000000000001,0,trot,0.056133732199668884,0.3131984770298004,,0.36,base,,,10032,0.30,0.663671875,0.1,1,0,4.002175807952881
0.11515280604362488,0.625,nominal,12.82,0,trot,0.04657288268208504,0.3125112056732178,,0.36,base,,,10033,0.30,0.6647196261682243,0.1,1,0,4.005971908569336
0.11506921797990799,0.625,nominal,12.8,0,trot,0.04841189086437225,0.31287941336631775,,0.36,base,,,10034,0.30,0.6641965678627145,0.1,1,0,4.004426956176758
0.11517499387264252,0.625,nominal,12.82,0,trot,0.050618283450603485,0.3124280273914337,,0.36,base,,,10035,0.30,0.6647196261682243,0.1,1,0,4.004877090454102
0.11515843868255615,0.625,nominal,12.82,0,trot,0.050389982759952545,0.3125,,0.36,base,,,10036,0.30,0.6647196261682243,0.1,1,0,4.005834102630615
0.11508754640817642,0.625,nominal,12.8,0,trot,0.055045489221811295,0.3128126859664917,,0.36,base,,,10037,0.30,0.6641965678627145,0.1,1,0,4.003529071807861
0.1150188222527504,0.625,nominal,12.780000000000001,0,trot,0.044025588780641556,0.31310445070266724,,0.36,base,,,10038,0.30,0.663671875,0.1,1,0,4.001044273376465
0.11517538130283356,0.625,nominal,12.82,0,trot,0.05672117695212364,0.3124157190322876,,0.36,base,,,10039,0.30,0.6647196261682243,0.1,1,0,4.004763603210449
0.11728508025407791,0.625,nominal,12.74,0,trot,0.035281915217638016,0.31428268551826477,,0.36,base,,,10040,0.30,0.6677115987460815,0.1,1,0,4.004317760467529
0.11505642533302307,0.625,nominal,12.8,0,trot,0.055846866220235825,0.3129580616950989,,0.36,base,,,10041,0.30,0.6641965678627145,0.1,1,0,4.005391597747803
0.11505362391471863,0.625,nominal,12.8,0,trot,0.0486922487616539,0.312976211309433,,0.36,base,,,10042,0.30,0.6641965678627145,0.1,1,0,4.005533695220947
0.1171995997428894,0.625,nominal,12.72,0,trot,0.03947949782013893,0.31463634967803955,,0.36,base,,,10043,0.30,0.6679748822605965,0.1,1,0,4.002665042877197
0.11505071073770523,0.625,nominal,12.8,0,trot,0.04565398395061493,0.3129499554634094,,0.36,base,,,10044,0.30,0.6641965678627145,0.1,1,0,4.005320072174072
0.11504967510700226,0.625,nominal,12.8,0,trot,0.041448924690485,0.31303176283836365,,0.36,base,,,10045,0.30,0.6641965678627145,0.1,1,0,4.006359577178955
0.11508473753929138,0.625,nominal,12.8,0,trot,0.05629622936248779,0.3128485679626465,,0.36,base,,,10046,0.30,0.6641965678627145,0.1,1,0,4.004095554351807
0.11505748331546783,0.625,nominal,12.8,0,trot,0.05621425807476044,0.3129402995109558,,0.36,base,,,10047,0.30,0.6641965678627145,0.1,1,0,4.005233287811279
0.11506026983261108,0.625,nominal,12.8,0,trot,0.057038355618715286,0.3129129409790039,,0.36,base,,,10048,0.30,0.6641965678627145,0.1,1,0,4.004858493804932
0.11506912112236023,0.625,nominal,12.8,0,trot,0.04698656499385834,0.31291043758392334,,0.36,base,,,10049,0.30,0.6641965678627145,0.1,1,0,4.0049309730529785
0.11511559039354324,0.625,nominal,12.8,0,trot,0.05136431008577347,0.3127439618110657,,0.36,base,,,10050,0.30,0.6641965678627145,0.1,1,0,4.002752780914307
0.1151302382349968,0.625,nominal,12.8,0,trot,0.053320448845624924,0.3126729726791382,,0.36,base,,,10051,0.30,0.6641965678627145,0.1,1,0,4.001743793487549
0.11507313698530197,0.625,nominal,12.8,0,trot,0.050802525132894516,0.3129322826862335,,0.36,base,,,10052,0.30,0.6641965678627145,0.1,1,0,4.00516939163208
0.11726859956979752,0.625,nominal,12.74,0,trot,0.0360654778778553,0.31432631611824036,,0.36,base,,,10053,0.30,0.6677115987460815,0.1,1,0,4.005075931549072
0.117207370698452,0.625,nominal,12.72,0,trot,0.048046085983514786,0.31456345319747925,,0.36,base,,,10054,0.30,0.6679748822605965,0.1,1,0,4.001602649688721
0.11513276398181915,0.625,nominal,12.8,0,trot,0.05568496882915497,0.31268978118896484,,0.36,base,,,10055,0.30,0.6641965678627145,0.1,1,0,4.001837253570557
0.11511670798063278,0.625,nominal,12.8,0,trot,0.05375370383262634,0.3128216564655304,,0.36,base,,,10056,0.30,0.6641965678627145,0.1,1,0,4.0038323402404785
0.11512766033411026,0.625,nominal,12.8,0,trot,0.05149105563759804,0.31280583143234253,,0.36,base,,,10057,0.30,0.6641965678627145,0.1,1,0,4.003695011138916
0.11513122916221619,0.625,nominal,12.8,0,trot,0.05838968604803085,0.3126884698867798,,0.36,base,,,10058,0.30,0.6641965678627145,0.1,1,0,4.001722812652588
0.11513451486825943,0.625,nominal,12.8,0,trot,0.04237266629934311,0.3127349317073822,,0.36,base,,,10059,0.30,0.6641965678627145,0.1,1,0,4.002634525299072
0.11509473621845245,0.625,nominal,12.8,0,trot,0.044710610061883926,0.3128792941570282,,0.36,base,,,10060,0.30,0.6641965678627145,0.1,1,0,4.00454568862915
0.11508407443761826,0.625,nominal,12.780000000000001,0,trot,0.05153941363096237,0.312978595495224,,0.36,base,,,10061,0.30,0.663671875,0.1,1,0,4.0000786781311035
0.11502591520547867,0.625,nominal,12.780000000000001,0,trot,0.04726036265492439,0.31322529911994934,,0.36,base,,,10062,0.30,0.663671875,0.1,1,0,4.002935886383057
0.11513368040323257,0.625,nominal,12.8,0,trot,0.056847862899303436,0.3127112090587616,,0.36,base,,,10063,0.30,0.6641965678627145,0.1,1,0,4.002512454986572
0.20173773169517517,0.5,nominal,12.86,0,trot,0.02372157946228981,0.31128084659576416,,0.36,base,,,10000,0.30,0.529891304347826,0.2,1,0,4.0020012855529785
0.20168299973011017,0.5,nominal,12.86,0,trot,0.018076833337545395,0.31138572096824646,,0.36,base,,,10001,0.30,0.529891304347826,0.2,1,0,4.003023624420166
0.20170702040195465,0.5,nominal,12.86,0,trot,0.025734899565577507,0.31132227182388306,,0.36,base,,,10002,0.30,0.529891304347826,0.2,1,0,4.00243616104126
0.20168811082839966,0.5,nominal,12.86,0,trot,0.016379449516534805,0.3113361597061157,,0.36,base,,,10003,0.30,0.529891304347826,0.2,1,0,4.002905368804932
0.2016582190990448,0.5,nominal,12.86,0,trot,0.022484956309199333,0.31142961978912354,,0.36,base,,,10004,0.30,0.529891304347826,0.2,1,0,4.00381326675415
0.20182116329669952,0.5,nominal,12.88,0,trot,0.028769586235284805,0.31105923652648926,,0.36,base,,,10005,0.30,0.5298449612403101,0.2,1,0,4.005594730377197
0.2018408477306366,0.5,nominal,12.88,0,trot,0.02206837199628353,0.31103551387786865,,0.36,base,,,10006,0.30,0.5298449612403101,0.2,1,0,4.005346775054932
0.20166167616844177,0.5,nominal,12.86,0,trot,0.02732066996395588,0.31142330169677734,,0.36,base,,,10007,0.30,0.529891304347826,0.2,1,0,4.003756046295166
0.20171332359313965,0.5,nominal,12.86,0,trot,0.02272380329668522,0.3113396465778351,,0.36,base,,,10008,0.30,0.529891304347826,0.2,1,0,4.002729892730713
0.2017332762479782,0.5,nominal,12.86,0,trot,0.02167658321559429,0.31134581565856934,,0.36,base,,,10009,0.30,0.529891304347826,0.2,1,0,4.002920627593994
0.2018517106771469,0.5,nominal,12.88,0,trot,0.03498724102973938,0.3110581934452057,,0.36,base,,,10010,0.30,0.5298449612403101,0.2,1,0,4.0053391456604
0.2017391473054886,0.5,nominal,12.86,0,trot,0.016169065609574318,0.3112979829311371,,0.36,base,,,10011,0.30,0.529891304347826,0.2,1,0,4.002161502838135
0.2018430233001709,0.5,nominal,12.88,0,trot,0.03244399651885033,0.3110615909099579,,0.36,base,,,10012,0.30,0.5298449612403101,0.2,1,0,4.005289554595947
0.2017568051815033,0.5,nominal,12.86,0,trot,0.022655824199318886,0.31126558780670166,,0.36,base,,,10013,0.30,0.529891304347826,0.2,1,0,4.001722812652588
0.20184430480003357,0.5,nominal,12.88,0,trot,0.019991416484117508,0.31106653809547424,,0.36,base,,,10014,0.30,0.5298449612403101,0.2,1,0,4.005552768707275
0.20174503326416016,0.5,nominal,12.86,0,trot,0.027180666103959084,0.3113006353378296,,0.36,base,,,10015,0.30,0.529891304347826,0.2,1,0,4.002405643463135
0.20185023546218872,0.5,nominal,12.88,0,trot,0.028515707701444626,0.31106770038604736,,0.36,base,,,10016,0.30,0.5298449612403101,0.2,1,0,4.005495548248291
0.2017115205526352,0.5,nominal,12.86,0,trot,0.025514710694551468,0.3113555610179901,,0.36,base,,,10017,0.30,0.529891304347826,0.2,1,0,4.002769947052002
0.20175448060035706,0.5,nominal,12.86,0,trot,0.02741716243326664,0.3112848997116089,,0.36,base,,,10018,0.30,0.529891304347826,0.2,1,0,4.001907825469971
0.2016870677471161,0.5,nominal,12.86,0,trot,0.020136894658207893,0.31137171387672424,,0.36,base,,,10019,0.30,0.529891304347826,0.2,1,0,4.003115177154541
0.20183105766773224,0.5,nominal,12.88,0,trot,0.017663955688476562,0.3107706606388092,,0.36,base,,,10020,0.30,0.5290697674418605,0.2,1,0,4.001490116119385
0.20183256268501282,0.5,nominal,12.88,0,trot,0.03026152029633522,0.31112250685691833,,0.36,base,,,10021,0.30,0.5298449612403101,0.2,1,0,4.00596284866333
0.20167480409145355,0.5,nominal,12.86,0,trot,0.01604805514216423,0.3114071786403656,,0.36,base,,,10022,0.30,0.529891304347826,0.2,1,0,4.003637790679932
0.20168942213058472,0.5,nominal,12.86,0,trot,0.01648177206516266,0.31136906147003174,,0.36,base,,,10023,0.30,0.529891304347826,0.2,1,0,4.0031304359436035
0.20185579359531403,0.5,nominal,12.88,0,trot,0.025316623970866203,0.31107431650161743,,0.36,base,,,10024,0.30,0.5298449612403101,0.2,1,0,4.005492687225342
0.20169977843761444,0.5,nominal,12.86,0,trot,0.01328868605196476,0.31137898564338684,,0.36,base,,,10025,0.30,0.529891304347826,0.2,1,0,4.003256320953369
0.2016284465789795,0.5,nominal,12.86,0,trot,0.024632243439555168,0.3115614950656891,,0.36,base,,,10026,0.30,0.529891304347826,0.2,1,0,4.005611896514893
0.20179763436317444,0.5,nominal,12.86,0,trot,0.03373131901025772,0.3111517131328583,,0.36,base,,,10027,0.30,0.529891304347826,0.2,1,0,4.0004143714904785
0.20180189609527588,0.5,nominal,12.86,0,trot,0.01958218216896057,0.31113529205322266,,0.36,base,,,10028,0.30,0.529891304347826,0.2,1,0,4.000169277191162
0.2018587738275528,0.5,nominal,12.88,0,trot,0.01787911355495453,0.3110688328742981,,0.36,base,,,10029,0.30,0.5298449612403101,0.2,1,0,4.0054497718811035
0.20179753005504608,0.5,nominal,12.86,0,trot,0.028803786262869835,0.31114569306373596,,0.36,base,,,10030,0.30,0.529891304347826,0.2,1,0,4.000270366668701
0.20186005532741547,0.5,nominal,12.88,0,trot,0.027777884155511856,0.3110625445842743,,0.36,base,,,10031,0.30,0.5298449612403101,0.2,1,0,4.005294322967529
0.20161281526088715,0.5,nominal,12.86,0,trot,0.02604898065328598,0.31150761246681213,,0.36,base,,,10032,0.30,0.529891304347826,0.2,1,0,4.004917144775391
0.2018229216337204,0.5,nominal,12.88,0,trot,0.022131411358714104,0.3107719421386719,,0.36,base,,,10033,0.30,0.5290697674418605,0.2,1,0,4.001602649688721
