gait,policy,condition,period,speed,step_width,command_df,trials,success,failure,timeout,success_rate,ci_low,ci_high,mean_travel_m,mean_end_time_s
trot,tuned,nominal,0.48,0.30,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002918012440205,13.02875
trot,tuned,nominal,0.48,0.30,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003147475421429,13.192499999999999
trot,tuned,nominal,0.48,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003440700471401,13.405625
trot,tuned,nominal,0.48,0.30,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003238193690777,12.963437500000001
trot,tuned,nominal,0.48,0.30,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.0033178627491,12.775312500000002
trot,tuned,nominal,0.48,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002972513437271,13.270625000000003
trot,tuned,nominal,0.48,0.35,0.1,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.00388965010643,11.3703125
trot,tuned,nominal,0.48,0.35,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004195876419544,11.225624999999999
trot,tuned,nominal,0.48,0.35,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003071792423725,11.572187499999998
trot,tuned,nominal,0.48,0.35,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0037457421422005,11.478750000000002
trot,tuned,nominal,0.48,0.35,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003521181643009,11.434375
trot,tuned,nominal,0.48,0.35,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003821507096291,11.658437499999998
trot,tuned,nominal,0.48,0.35,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.004020996391773,11.3121875
trot,tuned,nominal,0.48,0.35,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002780646085739,11.5040625
trot,tuned,nominal,0.48,0.35,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004145137965679,11.71
trot,tuned,nominal,0.48,0.35,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003199011087418,11.319375
trot,tuned,nominal,0.48,0.35,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003250181674957,11.42625
trot,tuned,nominal,0.48,0.35,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003992423415184,11.622812500000002
trot,tuned,nominal,0.48,0.35,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003806971013546,11.229062500000001
trot,tuned,nominal,0.48,0.35,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003229133784771,11.064375
trot,tuned,nominal,0.48,0.35,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0037150755524635,11.50375
trot,tuned,nominal,0.48,0.40,0.1,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.001870810985565,10.0990625
trot,tuned,nominal,0.48,0.40,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003056772053242,9.949375
trot,tuned,nominal,0.48,0.40,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.006133988499641,10.329375
trot,tuned,nominal,0.48,0.40,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0047256126999855,10.190312500000001
trot,tuned,nominal,0.48,0.40,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004469208419323,10.1371875
trot,tuned,nominal,0.48,0.40,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003592327237129,10.332500000000001
trot,tuned,nominal,0.48,0.40,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003928110003471,10.0578125
trot,tuned,nominal,0.48,0.40,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004731178283691,10.115625000000001
trot,tuned,nominal,0.48,0.40,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.00351345539093,10.3171875
trot,tuned,nominal,0.48,0.40,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003624990582466,10.020624999999999
trot,tuned,nominal,0.48,0.40,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004864811897278,10.0446875
trot,tuned,nominal,0.48,0.40,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004848942160606,10.2325
trot,tuned,nominal,0.48,0.40,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.004253096878529,9.877187500000002
trot,tuned,nominal,0.48,0.40,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004195511341095,9.834062500000002
trot,tuned,nominal,0.48,0.40,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003586575388908,10.254375
trot,tuned,nominal,0.54,0.30,0.1,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0032077729702,13.115000000000002
trot,tuned,nominal,0.54,0.30,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002732530236244,12.66
trot,tuned,nominal,0.54,0.30,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.00317195802927,13.199375
trot,tuned,nominal,0.54,0.30,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0025530233979225,13.4340625
trot,tuned,nominal,0.54,0.30,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003893241286278,13.030937500000002
trot,tuned,nominal,0.54,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002969592809677,13.427499999999998
trot,tuned,nominal,0.54,0.30,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002977587282658,13.4971875
trot,tuned,nominal,0.54,0.30,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002819202840328,13.179687500000002
trot,tuned,nominal,0.54,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.001873143017292,13.5503125
trot,tuned,nominal,0.54,0.30,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003108650445938,13.3571875
trot,tuned,nominal,0.54,0.30,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002696663141251,13.1403125
trot,tuned,nominal,0.54,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.001845046877861,13.444062500000001
trot,tuned,nominal,0.54,0.30,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003296263515949,12.8303125
trot,tuned,nominal,0.54,0.30,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.00355576723814,12.795312500000001
trot,tuned,nominal,0.54,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002980642020702,13.170000000000002
trot,tuned,perturbed,0.36,0.30,0.1,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003020480275154,12.7196875
trot,tuned,perturbed,0.36,0.30,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003057479858398,12.929375
trot,tuned,perturbed,0.36,0.30,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003041759133339,12.8246875
trot,tuned,perturbed,0.36,0.30,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.0027027651667595,13.0934375
trot,tuned,perturbed,0.36,0.30,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0026730597019196,12.817812499999999
trot,tuned,perturbed,0.36,0.30,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003097325563431,13.1909375
trot,tuned,perturbed,0.36,0.30,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003000311553478,12.8190625
trot,tuned,perturbed,0.36,0.30,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002927638590336,13.1290625
trot,tuned,perturbed,0.36,0.30,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0032917484641075,12.816562500000002
trot,tuned,perturbed,0.36,0.30,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002870328724384,12.8284375
trot,tuned,perturbed,0.48,0.25,0.1,0.5,64,59,5,0,0.921875,0.8298024712135222,0.9661693219045645,3.9263972118496895,15.294062499999999
trot,tuned,perturbed,0.48,0.25,0.1,0.625,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,3.98815631121397,15.338750000000001
trot,tuned,perturbed,0.48,0.25,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002526737749577,15.728124999999999
trot,tuned,perturbed,0.48,0.25,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002848856151104,15.638750000000002
trot,tuned,perturbed,0.48,0.25,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002583481371403,15.6434375
trot,tuned,perturbed,0.48,0.25,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0027021914720535,15.8646875
trot,tuned,perturbed,0.48,0.25,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002726532518864,15.7046875
trot,tuned,perturbed,0.48,0.25,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002208150923252,15.84125
trot,tuned,perturbed,0.48,0.25,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002600483596325,16.036250000000003
trot,tuned,perturbed,0.48,0.25,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003069795668125,15.6690625
trot,tuned,perturbed,0.48,0.25,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002762533724308,15.659062500000001
trot,tuned,perturbed,0.48,0.25,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002445854246616,15.91
trot,tuned,perturbed,0.48,0.25,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002698443830013,15.5334375
trot,tuned,perturbed,0.48,0.25,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.0029753893613815,15.1721875
trot,tuned,perturbed,0.48,0.25,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002766311168671,15.648125
trot,tuned,perturbed,0.48,0.30,0.1,0.5,64,61,3,0,0.953125,0.8710013921145747,0.9839312745678148,3.9672728031873703,13.1203125
trot,tuned,perturbed,0.48,0.30,0.1,0.625,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,3.99724517762661,13.02875
trot,tuned,perturbed,0.48,0.30,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0032263696193695,13.398437500000002
trot,tuned,perturbed,0.48,0.30,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030234679579735,13.21625
trot,tuned,perturbed,0.48,0.30,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002991884946823,13.2034375
trot,tuned,perturbed,0.48,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002915360033512,13.4565625
trot,tuned,perturbed,0.48,0.30,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003088288009167,13.203125
trot,tuned,perturbed,0.48,0.30,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002844929695129,13.318125
trot,tuned,perturbed,0.48,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002831876277924,13.536249999999999
trot,tuned,perturbed,0.48,0.30,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030777007341385,13.13875
trot,tuned,perturbed,0.48,0.30,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.00266145914793,13.19125
trot,tuned,perturbed,0.48,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003111727535725,13.4221875
trot,tuned,perturbed,0.48,0.30,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.00302842259407,13.0140625
trot,tuned,perturbed,0.48,0.30,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003290474414825,12.8296875
trot,tuned,perturbed,0.48,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003029070794582,13.2653125
trot,tuned,perturbed,0.48,0.35,0.1,0.5,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,3.9953893423080444,11.4890625
trot,tuned,perturbed,0.48,0.35,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003217913210392,11.346562500000001
trot,tuned,perturbed,0.48,0.35,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003731623291969,11.6934375
trot,tuned,perturbed,0.48,0.35,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.0038429126143456,11.4975
trot,tuned,perturbed,0.48,0.35,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003304533660412,11.453125
trot,tuned,perturbed,0.48,0.35,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030456110835075,11.69375
trot,tuned,perturbed,0.48,0.35,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003549695014954,11.4434375
trot,tuned,perturbed,0.48,0.35,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004029326140881,11.52
trot,tuned,perturbed,0.48,0.35,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003282830119133,11.706875
trot,tuned,perturbed,0.48,0.35,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003205448389053,11.371875
trot,tuned,perturbed,0.48,0.35,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003520376980305,11.424062500000002
trot,tuned,perturbed,0.48,0.35,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004059016704559,11.6190625
trot,tuned,perturbed,0.48,0.35,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003511108458042,11.248437500000001
trot,tuned,perturbed,0.48,0.35,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.0038586631417274,11.151250000000001
trot,tuned,perturbed,0.48,0.35,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003457427024841,11.53125
trot,tuned,perturbed,0.48,0.40,0.1,0.5,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,4.001769378781319,10.210625
trot,tuned,perturbed,0.48,0.40,0.1,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004088886082172,10.044375
trot,tuned,perturbed,0.48,0.40,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004338748753071,10.397187500000001
trot,tuned,perturbed,0.48,0.40,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003902457654476,10.2046875
trot,tuned,perturbed,0.48,0.40,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004046618938446,10.11
trot,tuned,perturbed,0.48,0.40,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004150882363319,10.3509375
trot,tuned,perturbed,0.48,0.40,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003759860992432,10.129375
trot,tuned,perturbed,0.48,0.40,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.004058010876179,10.1484375
trot,tuned,perturbed,0.48,0.40,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0040775164961815,10.3171875
trot,tuned,perturbed,0.48,0.40,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.004186570644379,10.041250000000002
trot,tuned,perturbed,0.48,0.40,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003852888941765,10.0715625
trot,tuned,perturbed,0.48,0.40,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004389740526676,10.250625
trot,tuned,perturbed,0.48,0.40,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003810212016106,9.912812500000001
trot,tuned,perturbed,0.48,0.40,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.00421891361475,9.860312500000001
trot,tuned,perturbed,0.48,0.40,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003759860992432,10.24125
trot,tuned,perturbed,0.54,0.30,0.1,0.5,64,56,8,0,0.875,0.7722521366978408,0.9352783460737919,3.896026499569416,13.1634375
trot,tuned,perturbed,0.54,0.30,0.1,0.625,64,61,3,0,0.953125,0.8710013921145747,0.9839312745678148,3.977373532950878,13.031875
trot,tuned,perturbed,0.54,0.30,0.1,0.75,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,3.997053138911724,13.430625
trot,tuned,perturbed,0.54,0.30,0.2,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003496959805489,13.4628125
trot,tuned,perturbed,0.54,0.30,0.2,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002611570060253,13.173437499999999
trot,tuned,perturbed,0.54,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003089629113674,13.4840625
trot,tuned,perturbed,0.54,0.30,0.3,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003035359084606,13.4621875
trot,tuned,perturbed,0.54,0.30,0.3,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002970218658447,13.3040625
trot,tuned,perturbed,0.54,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.00300195068121,13.559375000000001
trot,tuned,perturbed,0.54,0.30,0.4,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.002770654857159,13.355
trot,tuned,perturbed,0.54,0.30,0.4,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.002851814031601,13.21
trot,tuned,perturbed,0.54,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003117181360722,13.4365625
trot,tuned,perturbed,0.54,0.30,0.5,0.5,64,64,0,0,1.0,0.9433739770288436,1.0,4.003059841692448,13.024375
trot,tuned,perturbed,0.54,0.30,0.5,0.625,64,64,0,0,1.0,0.9433739770288436,1.0,4.003339350223541,12.8609375
trot,tuned,perturbed,0.54,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003250673413277,13.19625
walk,base,nominal,0.40,0.30,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002761386334896,13.2996875
walk,base,nominal,0.40,0.30,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002975955605507,13.1953125
walk,base,nominal,0.40,0.30,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003381885588169,12.856874999999999
walk,base,nominal,0.40,0.30,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003487579524517,13.0634375
walk,base,nominal,0.40,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003832049667835,13.314374999999998
walk,base,nominal,0.40,0.30,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.00277741253376,13.3975
walk,base,nominal,0.40,0.30,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003841981291771,12.896250000000002
walk,base,nominal,0.40,0.30,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003507554531097,12.9228125
walk,base,nominal,0.40,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0032476261258125,13.2171875
walk,base,nominal,0.40,0.30,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.0029871463775635,13.486875000000001
walk,base,nominal,0.40,0.30,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003282271325588,13.087499999999999
walk,base,nominal,0.40,0.30,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003757990896702,12.710625
walk,base,nominal,0.40,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004600860178471,13.1928125
walk,base,nominal,0.40,0.30,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.001994147896767,13.414375
walk,base,nominal,0.40,0.30,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002180181443691,13.314999999999998
walk,base,nominal,0.40,0.30,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003146983683109,12.860625
walk,base,nominal,0.40,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0038015097379684,13.193750000000001
walk,base,nominal,0.40,0.30,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003408931195736,13.259687500000002
walk,base,nominal,0.40,0.30,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003070779144764,13.584374999999998
walk,base,nominal,0.40,0.30,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003198683261871,13.1921875
walk,base,nominal,0.48,0.25,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002697624266148,15.4059375
walk,base,nominal,0.48,0.25,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002685546875,15.2125
walk,base,nominal,0.48,0.25,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002518430352211,15.364374999999999
walk,base,nominal,0.48,0.25,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002903513610363,15.903750000000002
walk,base,nominal,0.48,0.25,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.00210839509964,15.51875
walk,base,nominal,0.48,0.25,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.00162260979414,15.458437500000002
walk,base,nominal,0.48,0.25,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002247452735901,15.4440625
walk,base,nominal,0.48,0.25,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.0022623017430305,15.544375
walk,base,nominal,0.48,0.25,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0024125799536705,15.609687500000001
walk,base,nominal,0.48,0.25,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003107577562332,15.5746875
walk,base,nominal,0.48,0.25,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.001919582486153,15.5159375
walk,base,nominal,0.48,0.25,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002032287418842,15.4384375
walk,base,nominal,0.48,0.25,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002468690276146,15.726249999999999
walk,base,nominal,0.48,0.25,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002514488995075,15.5253125
walk,base,nominal,0.48,0.25,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0033207312226295,15.588124999999998
walk,base,nominal,0.48,0.25,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.00246387720108,15.653749999999999
walk,base,nominal,0.48,0.25,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002555534243584,15.685000000000002
walk,base,nominal,0.48,0.25,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003324061632156,15.514999999999997
walk,base,nominal,0.48,0.25,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002506494522095,15.89375
walk,base,nominal,0.48,0.25,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002602070569992,15.8834375
walk,base,nominal,0.48,0.30,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003402844071388,13.014374999999998
walk,base,nominal,0.48,0.30,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002056755125523,12.959062500000003
walk,base,nominal,0.48,0.30,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002483457326889,13.0440625
walk,base,nominal,0.48,0.30,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.00406789034605,13.352812499999999
walk,base,nominal,0.48,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004025548696518,13.117500000000003
walk,base,nominal,0.48,0.30,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.004042461514473,13.116250000000003
walk,base,nominal,0.48,0.30,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003308191895485,12.94625
walk,base,nominal,0.48,0.30,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002620056271553,13.1371875
walk,base,nominal,0.48,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.001207195222378,13.236249999999998
walk,base,nominal,0.48,0.30,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003417670726776,13.1946875
walk,base,nominal,0.48,0.30,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003790766000748,13.135000000000002
walk,base,nominal,0.48,0.30,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003899127244949,13.131250000000001
walk,base,nominal,0.48,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002510026097298,13.26125
walk,base,nominal,0.48,0.30,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003229022026062,13.206875
walk,base,nominal,0.48,0.30,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004532262682915,13.37375
walk,base,nominal,0.48,0.30,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.001490451395512,13.196250000000001
walk,base,nominal,0.48,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003286682069302,13.215625
walk,base,nominal,0.48,0.30,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.001990184187889,13.178125000000001
walk,base,nominal,0.48,0.30,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030263513326645,13.473750000000003
walk,base,nominal,0.48,0.30,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003565326333046,13.37375
walk,base,nominal,0.48,0.35,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004549413919449,11.3128125
walk,base,nominal,0.48,0.35,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002888634800911,11.2659375
walk,base,nominal,0.48,0.35,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002175509929657,11.2975
walk,base,nominal,0.48,0.35,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.0035067573189735,11.488750000000001
walk,base,nominal,0.48,0.35,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004710711538792,11.376562499999999
walk,base,nominal,0.48,0.35,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.004423946142197,11.37125
walk,base,nominal,0.48,0.35,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004559047520161,11.26125
walk,base,nominal,0.48,0.35,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003001436591148,11.435312499999998
walk,base,nominal,0.48,0.35,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002649173140526,11.476250000000002
walk,base,nominal,0.48,0.35,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003188602626324,11.45625
walk,base,nominal,0.48,0.35,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002438738942146,11.317812499999999
walk,base,nominal,0.48,0.35,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002713277935982,11.35375
walk,base,nominal,0.48,0.35,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004915073513985,11.475000000000001
